Spain, Live births by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 06/05/2016
Year    Age        Total
1993     37      6932.00
1993     38      5191.00
1993     39      3923.00
1993     40      2664.00
1993     41      1667.00
1993     42      1096.00
1993     43       656.00
1993     44       366.00
1993     45       187.00
1993     46        72.00
1993     47        42.00
1993     48        31.00
1993     49        10.00
1993     50        16.00
1993     51         1.00
1993     52         5.00
1993     53         3.00
1993     54         2.00
1993     55+        3.00
1994     12-        1.00
1994     13        14.00
1994     14        91.00
1994     15       412.00
1994     16      1172.00
1994     17      2292.00
1994     18      3853.00
1994     19      5281.00
1994     20      6435.00
1994     21      7783.00
1994     22      9566.00
1994     23     12144.00
1994     24     15614.00
1994     25     19207.00
1994     26     24631.00
1994     27     27898.00
1994     28     30592.00
1994     29     32787.00
1994     30     32185.00
1994     31     28159.00
1994     32     24377.00
1994     33     20447.00
1994     34     17104.00
1994     35     13446.00
1994     36     10529.00
1994     37      7530.00
1994     38      5419.00
1994     39      3927.00
1994     40      2629.00
1994     41      1764.00
1994     42      1007.00
1994     43       614.00
1994     44       337.00
1994     45       183.00
1994     46        66.00
1994     47        39.00
1994     48        18.00
1994     49        14.00
1994     50         4.00
1994     51         1.00
1994     52         0.00
1994     53         4.00
1994     54         1.00
1994     55+        0.00
1995     12-        1.00
1995     13        17.00
1995     14        89.00
1995     15       415.00
1995     16      1096.00
1995     17      2243.00
1995     18      3411.00
1995     19      4709.00
1995     20      5889.00
1995     21      6914.00
1995     22      8404.00
1995     23     10672.00
1995     24     13836.00
1995     25     17783.00
1995     26     21926.00
1995     27     26545.00
1995     28     29824.00
1995     29     31604.00
1995     30     32441.00
1995     31     29929.00
1995     32     25757.00
1995     33     21834.00
1995     34     17843.00
1995     35     14644.00
1995     36     11155.00
1995     37      8186.00
1995     38      5846.00
1995     39      3797.00
1995     40      2724.00
1995     41      1668.00
1995     42      1048.00
1995     43       600.00
1995     44       299.00
1995     45       183.00
1995     46        75.00
1995     47        29.00
1995     48        10.00
1995     49         9.00
1995     50         3.00
1995     51         1.00
1995     52         3.00
1995     53         2.00
1995     54         2.00
1995     55+        1.00
1996     12-        1.00
1996     13        11.00
1996     14        85.00
1996     15       339.00
1996     16      1031.00
1996     17      2094.00
1996     18      3214.00
1996     19      4366.00
1996     20      5466.00
1996     21      6412.00
1996     22      7839.00
1996     23      9780.00
1996     24     12472.00
1996     25     16037.00
1996     26     20657.00
1996     27     24689.00
1996     28     29150.00
1996     29     31704.00
1996     30     31937.00
1996     31     30868.00
1996     32     27792.00
1996     33     23187.00
1996     34     19166.00
1996     35     15259.00
1996     36     12105.00
1996     37      8831.00
1996     38      6363.00
1996     39      4215.00
1996     40      2826.00
1996     41      1772.00
1996     42      1059.00
1996     43       615.00
1996     44       319.00
1996     45       154.00
1996     46        64.00
1996     47        39.00
1996     48        17.00
1996     49         5.00
1996     50         1.00
1996     51         4.00
1996     52         0.00
1996     53         1.00
1996     54         0.00
1996     55+        1.00
1997     12-        0.00
1997     13         8.00
1997     14        72.00
1997     15       356.00
1997     16       967.00
1997     17      2079.00
1997     18      3270.00
1997     19      4482.00
1997     20      5502.00
1997     21      6476.00
1997     22      7396.00
1997     23      9270.00
1997     24     11768.00
1997     25     15092.00
1997     26     19294.00
1997     27     23544.00
1997     28     27637.00
1997     29     31823.00
1997     30     33197.00
1997     31     31444.00
1997     32     28891.00
1997     33     25682.00
1997     34     21093.00
1997     35     16792.00
1997     36     13083.00
1997     37      9789.00
1997     38      6857.00
1997     39      4960.00
1997     40      3203.00
1997     41      1930.00
1997     42      1135.00
1997     43       637.00
1997     44       323.00
1997     45       175.00
1997     46        71.00
1997     47        29.00
1997     48        15.00
1997     49        11.00
1997     50         1.00
1997     51         1.00
1997     52         2.00
1997     53         0.00
1997     54         3.00
1997     55+        1.00
1998     12-        0.00
1998     13        15.00
1998     14        82.00
1998     15       349.00
1998     16       929.00
1998     17      1939.00
1998     18      3169.00
1998     19      4382.00
1998     20      5210.00
1998     21      5993.00
1998     22      7196.00
1998     23      8910.00
1998     24     11043.00
1998     25     14213.00
1998     26     17810.00
1998     27     22239.00
1998     28     26279.00
1998     29     29734.00
1998     30     32113.00
1998     31     31098.00
1998     32     28985.00
1998     33     26565.00
1998     34     23211.00
1998     35     17864.00
1998     36     13950.00
1998     37     10281.00
1998     38      7578.00
1998     39      5297.00
1998     40      3420.00
1998     41      2059.00
1998     42      1241.00
1998     43       636.00
1998     44       336.00
1998     45       153.00
1998     46        78.00
1998     47        37.00
1998     48        17.00
1998     49         7.00
1998     50         3.00
1998     51         1.00
1998     52         4.00
1998     53         0.00
1998     54         1.00
1998     55+        0.00
1999     12-        4.00
1999     13        14.00
1999     14        70.00
1999     15       387.00
1999     16       970.00
1999     17      1985.00
1999     18      3286.00
1999     19      4570.00
1999     20      5434.00
1999     21      6322.00
1999     22      7391.00
1999     23      8880.00
1999     24     11057.00
1999     25     13917.00
1999     26     17679.00
1999     27     21810.00
1999     28     26155.00
1999     29     30146.00
1999     30     32386.00
1999     31     32810.00
1999     32     30739.00
1999     33     27732.00
1999     34     24496.00
1999     35     20456.00
1999     36     15445.00
1999     37     11420.00
1999     38      8337.00
1999     39      6068.00
1999     40      3871.00
1999     41      2464.00
1999     42      1364.00
1999     43       799.00
1999     44       380.00
1999     45       182.00
1999     46        78.00
1999     47        51.00
1999     48        30.00
1999     49        14.00
1999     50         7.00
1999     51         3.00
1999     52         0.00
1999     53         5.00
1999     54         0.00
1999     55+        0.00
2000     12-        0.00
2000     13        17.00
2000     14        84.00
2000     15       409.00
2000     16      1033.00
2000     17      1969.00
2000     18      3210.00
2000     19      4625.00
2000     20      5627.00
2000     21      6648.00
2000     22      7845.00
2000     23      9068.00
2000     24     11118.00
2000     25     14165.00
2000     26     17580.00
2000     27     22293.00
2000     28     26797.00
2000     29     31071.00
2000     30     33239.00
2000     31     33302.00
2000     32     32808.00
2000     33     29739.00
2000     34     26054.00
2000     35     21926.00
2000     36     17609.00
2000     37     12693.00
2000     38      9088.00
2000     39      6480.00
2000     40      4352.00
2000     41      2548.00
2000     42      1523.00
2000     43       841.00
2000     44       435.00
2000     45       222.00
2000     46        99.00
2000     47        53.00
2000     48        19.00
2000     49        17.00
2000     50         5.00
2000     51         5.00
2000     52         2.00
2000     53         3.00
2000     54         2.00
2000     55+        3.00
2001     12-        4.00
2001     13         9.00
2001     14        99.00
2001     15       423.00
2001     16      1087.00
2001     17      2068.00
2001     18      3458.00
2001     19      4768.00
2001     20      5929.00
2001     21      6869.00
2001     22      8010.00
2001     23      9357.00
2001     24     11352.00
2001     25     14256.00
2001     26     17618.00
2001     27     21694.00
2001     28     26307.00
2001     29     30489.00
2001     30     33297.00
2001     31     33619.00
2001     32     32405.00
2001     33     30913.00
2001     34     27085.00
2001     35     23245.00
2001     36     18664.00
2001     37     14089.00
2001     38     10000.00
2001     39      6907.00
2001     40      4671.00
2001     41      2954.00
2001     42      1724.00
2001     43       951.00
2001     44       497.00
2001     45       245.00
2001     46       115.00
2001     47        54.00
2001     48        28.00
2001     49        27.00
2001     50        12.00
2001     51         5.00
2001     52         2.00
2001     53         2.00
2001     54         5.00
2001     55+        0.00
2002     12-        1.00
2002     13        21.00
2002     14        98.00
2002     15       405.00
2002     16      1137.00
2002     17      2085.00
2002     18      3311.00
2002     19      4742.00
2002     20      6049.00
2002     21      7032.00
2002     22      8376.00
2002     23      9686.00
2002     24     11667.00
2002     25     14525.00
2002     26     17722.00
2002     27     22037.00
2002     28     26407.00
2002     29     30533.00
2002     30     33969.00
2002     31     34398.00
2002     32     33933.00
2002     33     31121.00
2002     34     28508.00
2002     35     24417.00
2002     36     19366.00
2002     37     15083.00
2002     38     11212.00
2002     39      7578.00
2002     40      5057.00
2002     41      3142.00
2002     42      1999.00
2002     43       955.00
2002     44       561.00
2002     45       288.00
2002     46       108.00
2002     47        61.00
2002     48        44.00
2002     49        21.00
2002     50        16.00
2002     51         4.00
2002     52         8.00
2002     53         4.00
2002     54         1.00
2002     55+        0.00
2003     12-        0.00
2003     13        26.00
2003     14       142.00
2003     15       459.00
2003     16      1110.00
2003     17      2127.00
2003     18      3605.00
2003     19      4944.00
2003     20      6034.00
2003     21      7173.00
2003     22      8422.00
2003     23     10019.00
2003     24     11970.00
2003     25     14939.00
2003     26     18211.00
2003     27     22792.00
2003     28     27478.00
2003     29     31702.00
2003     30     35302.00
2003     31     36576.00
2003     32     35672.00
2003     33     33329.00
2003     34     30023.00
2003     35     26221.00
2003     36     21276.00
2003     37     16169.00
2003     38     12256.00
2003     39      8843.00
2003     40      5660.00
2003     41      3542.00
2003     42      2078.00
2003     43      1186.00
2003     44       623.00
2003     45       324.00
2003     46       119.00
2003     47        73.00
2003     48        46.00
2003     49        27.00
2003     50        15.00
2003     51         9.00
2003     52         3.00
2003     53         3.00
2003     54         0.00
2003     55+        3.00
2004     12-        1.00
2004     13        13.00
2004     14       125.00
2004     15       419.00
2004     16      1147.00
2004     17      2199.00
2004     18      3495.00
2004     19      4999.00
2004     20      6248.00
2004     21      7462.00
2004     22      8602.00
2004     23     10051.00
2004     24     12313.00
2004     25     15071.00
2004     26     18233.00
2004     27     22581.00
2004     28     27684.00
2004     29     31739.00
2004     30     35669.00
2004     31     37260.00
2004     32     37155.00
2004     33     34583.00
2004     34     32076.00
2004     35     27003.00
2004     36     22570.00
2004     37     17139.00
2004     38     12852.00
2004     39      9525.00
2004     40      6365.00
2004     41      3770.00
2004     42      2201.00
2004     43      1275.00
2004     44       679.00
2004     45       317.00
2004     46       168.00
2004     47        76.00
2004     48        33.00
2004     49        30.00
2004     50        17.00
2004     51        16.00
2004     52         5.00
2004     53         5.00
2004     54         1.00
2004     55+        0.00
2005     12-        0.00
2005     13        30.00
2005     14       123.00
2005     15       471.00
2005     16      1177.00
2005     17      2300.00
2005     18      3739.00
2005     19      5114.00
2005     20      6252.00
2005     21      7210.00
2005     22      8453.00
2005     23     10080.00
2005     24     12012.00
2005     25     14767.00
2005     26     18167.00
2005     27     22658.00
2005     28     27010.00
2005     29     32140.00
2005     30     36505.00
2005     31     38304.00
2005     32     38474.00
2005     33     36390.00
2005     34     33122.00
2005     35     28869.00
2005     36     23111.00
2005     37     18308.00
2005     38     13663.00
2005     39      9897.00
2005     40      6688.00
2005     41      4374.00
2005     42      2516.00
2005     43      1335.00
2005     44       770.00
2005     45       396.00
2005     46       174.00
2005     47        76.00
2005     48        53.00
2005     49        26.00
2005     50        31.00
2005     51        14.00
2005     52         4.00
2005     53         4.00
2005     54         4.00
2005     55+        0.00
2006     12-        1.00
2006     13        23.00
2006     14       143.00
2006     15       458.00
2006     16      1296.00
2006     17      2420.00
2006     18      3894.00
2006     19      5372.00
2006     20      6682.00
2006     21      7708.00
2006     22      8775.00
2006     23     10162.00
2006     24     12272.00
2006     25     15129.00
2006     26     18606.00
2006     27     22214.00
2006     28     27656.00
2006     29     32646.00
2006     30     36984.00
2006     31     39259.00
2006     32     38999.00
2006     33     37598.00
2006     34     34892.00
2006     35     30525.00
2006     36     24967.00
2006     37     19011.00
2006     38     14731.00
2006     39     10695.00
2006     40      7267.00
2006     41      4508.00
2006     42      2826.00
2006     43      1630.00
2006     44       860.00
2006     45       507.00
2006     46       296.00
2006     47       112.00
2006     48        78.00
2006     49        42.00
2006     50        24.00
2006     51         8.00
2006     52        10.00
2006     53         4.00
2006     54         3.00
2006     55+        2.00
2007     12-        2.00
2007     13        20.00
2007     14       125.00
2007     15       516.00
2007     16      1313.00
2007     17      2669.00
2007     18      4061.00
2007     19      5833.00
2007     20      7134.00
2007     21      8171.00
2007     22      9420.00
2007     23     10703.00
2007     24     12574.00
2007     25     15253.00
2007     26     18497.00
2007     27     22192.00
2007     28     26856.00
2007     29     31947.00
2007     30     36810.00
2007     31     39090.00
2007     32     39694.00
2007     33     37812.00
2007     34     35394.00
2007     35     31984.00
2007     36     26803.00
2007     37     20316.00
2007     38     14950.00
2007     39     11365.00
2007     40      7776.00
2007     41      4866.00
2007     42      2990.00
2007     43      1745.00
2007     44      1017.00
2007     45       589.00
2007     46       308.00
2007     47       165.00
2007     48        76.00
2007     49        41.00
2007     50        31.00
2007     51        12.00
2007     52        10.00
2007     53         2.00
2007     54         5.00
2007     55+        1.00
2008     12-        3.00
2008     13        18.00
2008     14       156.00
2008     15       537.00
2008     16      1333.00
2008     17      2521.00
2008     18      4333.00
2008     19      6159.00
2008     20      7714.00
2008     21      8900.00
2008     22     10080.00
2008     23     11539.00
2008     24     13420.00
2008     25     15871.00
2008     26     19391.00
2008     27     23010.00
2008     28     27474.00
2008     29     32212.00
2008     30     37631.00
2008     31     40462.00
2008     32     41388.00
2008     33     40410.00
2008     34     37733.00
2008     35     33855.00
2008     36     28496.00
2008     37     22750.00
2008     38     16911.00
2008     39     12223.00
2008     40      8603.00
2008     41      5510.00
2008     42      3447.00
2008     43      1902.00
2008     44      1201.00
2008     45       546.00
2008     46       318.00
2008     47       181.00
2008     48       106.00
2008     49        60.00
2008     50        53.00
2008     51        20.00
2008     52        12.00
2008     53         9.00
2008     54         5.00
2008     55+        0.00
2009     12-        3.00
2009     13        11.00
2009     14       110.00
2009     15       460.00
2009     16      1210.00
2009     17      2264.00
2009     18      3716.00
2009     19      5450.00
2009     20      6855.00
2009     21      8011.00
2009     22      9190.00
2009     23     10130.00
2009     24     12052.00
2009     25     14239.00
2009     26     16754.00
2009     27     20503.00
2009     28     25357.00
2009     29     30079.00
2009     30     34271.00
2009     31     38162.00
2009     32     39310.00
2009     33     39320.00
2009     34     37502.00
2009     35     33172.00
2009     36     28354.00
2009     37     23297.00
2009     38     17812.00
2009     39     13152.00
2009     40      8686.00
2009     41      5922.00
2009     42      3495.00
2009     43      2103.00
2009     44      1197.00
2009     45       710.00
2009     46       354.00
2009     47       208.00
2009     48       133.00
2009     49        70.00
2009     50        52.00
2009     51        21.00
2009     52        10.00
2009     53         4.00
2009     54         4.00
2009     55+        2.00
2010     12-        2.00
2010     13        11.00
2010     14       117.00
2010     15       387.00
2010     16      1014.00
2010     17      1997.00
2010     18      3453.00
2010     19      4696.00
2010     20      6399.00
2010     21      7283.00
2010     22      8406.00
2010     23      9986.00
2010     24     11312.00
2010     25     13510.00
2010     26     15666.00
2010     27     19196.00
2010     28     23605.00
2010     29     28213.00
2010     30     33096.00
2010     31     36248.00
2010     32     39109.00
2010     33     38949.00
2010     34     38016.00
2010     35     34453.00
2010     36     29451.00
2010     37     23533.00
2010     38     18538.00
2010     39     14155.00
2010     40      9755.00
2010     41      5909.00
2010     42      3696.00
2010     43      2220.00
2010     44      1241.00
2010     45       734.00
2010     46       393.00
2010     47       187.00
2010     48       115.00
2010     49        91.00
2010     50        65.00
2010     51        13.00
2010     52        14.00
2010     53         9.00
2010     54         9.00
2010     55+        0.00
2011     12-        7.00
2011     13        30.00
2011     14       108.00
2011     15       414.00
2011     16       930.00
2011     17      1784.00
2011     18      2914.00
2011     19      4160.00
2011     20      5349.00
2011     21      6369.00
2011     22      7456.00
2011     23      8749.00
2011     24     10451.00
2011     25     12045.00
2011     26     14554.00
2011     27     17407.00
2011     28     21652.00
2011     29     26689.00
2011     30     30747.00
2011     31     34917.00
2011     32     37313.00
2011     33     38472.00
2011     34     37827.00
2011     35     35178.00
2011     36     30532.00
2011     37     24709.00
2011     38     19134.00
2011     39     14607.00
2011     40     10405.00
2011     41      6586.00
2011     42      3962.00
2011     43      2270.00
2011     44      1262.00
2011     45       674.00
2011     46       383.00
2011     47       214.00
2011     48       104.00
2011     49        87.00
2011     50        54.00
2011     51        21.00
2011     52        11.00
2011     53         4.00
2011     54         9.00
2011     55+        3.00
2012     12-        3.00
2012     13        12.00
2012     14       128.00
2012     15       379.00
2012     16       896.00
2012     17      1677.00
2012     18      2699.00
2012     19      3866.00
2012     20      4963.00
2012     21      5951.00
2012     22      7054.00
2012     23      8258.00
2012     24      9451.00
2012     25     11477.00
2012     26     13720.00
2012     27     16556.00
2012     28     19895.00
2012     29     24107.00
2012     30     28741.00
2012     31     32704.00
2012     32     35485.00
2012     33     36232.00
2012     34     36460.00
2012     35     34809.00
2012     36     30161.00
2012     37     25064.00
2012     38     19670.00
2012     39     14713.00
2012     40     10966.00
2012     41      7202.00
2012     42      4471.00
2012     43      2377.00
2012     44      1451.00
2012     45       789.00
2012     46       429.00
2012     47       205.00
2012     48       120.00
2012     49        83.00
2012     50        64.00
2012     51        26.00
2012     52        20.00
2012     53         6.00
2012     54         7.00
2012     55+        1.00
2013     12-        0.00
2013     13        20.00
2013     14       119.00
2013     15       391.00
2013     16       855.00
2013     17      1581.00
2013     18      2397.00
2013     19      3529.00
2013     20      4469.00
2013     21      5243.00
2013     22      6240.00
2013     23      7402.00
2013     24      8670.00
2013     25     10671.00
2013     26     12620.00
2013     27     15010.00
2013     28     18328.00
2013     29     21983.00
2013     30     26005.00
2013     31     29635.00
2013     32     32697.00
2013     33     33575.00
2013     34     33531.00
2013     35     32475.00
2013     36     29183.00
2013     37     24400.00
2013     38     19691.00
2013     39     14744.00
2013     40     10952.00
2013     41      7450.00
2013     42      4736.00
2013     43      2620.00
2013     44      1482.00
2013     45       774.00
2013     46       449.00
2013     47       209.00
2013     48       135.00
2013     49        87.00
2013     50        40.00
2013     51        21.00
2013     52        10.00
2013     53         5.00
2013     54         5.00
2013     55+        1.00
2014     12-        2.00
2014     13        17.00
2014     14       117.00
2014     15       375.00
2014     16       878.00
2014     17      1489.00
2014     18      2309.00
2014     19      3365.00
2014     20      4245.00
2014     21      4978.00
2014     22      5884.00
2014     23      7047.00
2014     24      8598.00
2014     25     10443.00
2014     26     12398.00
2014     27     15151.00
2014     28     18154.00
2014     29     21710.00
2014     30     25931.00
2014     31     28896.00
2014     32     31645.00
2014     33     33473.00
2014     34     33842.00
2014     35     32549.00
2014     36     29815.00
2014     37     25391.00
2014     38     20648.00
2014     39     15868.00
2014     40     11548.00
2014     41      7609.00
2014     42      4958.00
2014     43      3095.00
2014     44      1609.00
2014     45       918.00
2014     46       496.00
2014     47       249.00
2014     48       155.00
2014     49       101.00
2014     50        68.00
2014     51        26.00
2014     52         9.00
2014     53         6.00
2014     54        11.00
2014     55+        0.00
