Spain, Live births by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 06/05/2016
Year    Age        Total
1960     52        27.53
1960     53         6.73
1960     54         1.36
1960     55+        0.00
1961     12-        0.14
1961     13         6.83
1961     14        71.94
1961     15       289.30
1961     16       833.20
1961     17      1833.95
1961     18      3394.05
1961     19      5429.07
1961     20     10133.47
1961     21     15933.96
1961     22     19485.59
1961     23     29349.69
1961     24     39868.61
1961     25     45648.60
1961     26     45262.26
1961     27     46357.32
1961     28     47423.15
1961     29     45074.95
1961     30     43959.54
1961     31     37443.92
1961     32     32289.84
1961     33     30172.99
1961     34     28185.34
1961     35     24437.70
1961     36     20899.73
1961     37     17536.26
1961     38     15441.77
1961     39     13073.27
1961     40     10828.42
1961     41      8320.57
1961     42      4896.15
1961     43      3154.26
1961     44      1724.85
1961     45       999.92
1961     46       631.63
1961     47       408.48
1961     48       297.95
1961     49       201.89
1961     50       152.58
1961     51        75.66
1961     52        22.07
1961     53         5.97
1961     54         1.19
1961     55+        0.00
1962     12-        0.36
1962     13        39.19
1962     14       521.65
1962     15       981.32
1962     16      1814.51
1962     17      2602.50
1962     18      3682.77
1962     19      6117.26
1962     20      9557.82
1962     21     17119.30
1962     22     24667.83
1962     23     27388.97
1962     24     36432.49
1962     25     43512.79
1962     26     47045.85
1962     27     45398.58
1962     28     46118.35
1962     29     47227.14
1962     30     41964.71
1962     31     38519.83
1962     32     33482.02
1962     33     29673.35
1962     34     28186.84
1962     35     24844.52
1962     36     20569.57
1962     37     17990.16
1962     38     15174.14
1962     39     13135.50
1962     40     10929.82
1962     41      8345.87
1962     42      5438.33
1962     43      2851.32
1962     44      1693.49
1962     45       922.72
1962     46       560.88
1962     47       410.29
1962     48       307.34
1962     49       248.19
1962     50       202.83
1962     51       108.09
1962     52        31.87
1962     53         7.24
1962     54         1.43
1962     55+        0.00
1963     12-        0.12
1963     13         4.93
1963     14        61.33
1963     15       257.98
1963     16       699.38
1963     17      1779.09
1963     18      3608.08
1963     19      6691.13
1963     20     11569.27
1963     21     15609.27
1963     22     25108.98
1963     23     32025.04
1963     24     31988.85
1963     25     39006.60
1963     26     46084.73
1963     27     48663.97
1963     28     46680.73
1963     29     47717.76
1963     30     46054.08
1963     31     38786.68
1963     32     36249.71
1963     33     32205.73
1963     34     28998.45
1963     35     25671.24
1963     36     21394.89
1963     37     18073.32
1963     38     15961.29
1963     39     13401.23
1963     40     11435.93
1963     41      8803.07
1963     42      5790.56
1963     43      3476.93
1963     44      1756.45
1963     45      1076.54
1963     46       624.92
1963     47       411.22
1963     48       294.57
1963     49       195.07
1963     50       148.78
1963     51        72.33
1963     52        24.06
1963     53         6.49
1963     54         1.25
1963     55+        0.00
1964     12-        0.14
1964     13         6.21
1964     14        73.82
1964     15       299.43
1964     16       912.04
1964     17      1867.61
1964     18      3947.79
1964     19      7410.62
1964     20     13021.27
1964     21     19549.78
1964     22     23741.39
1964     23     34525.49
1964     24     39990.76
1964     25     35702.17
1964     26     41887.60
1964     27     47803.19
1964     28     49735.02
1964     29     47635.80
1964     30     45571.30
1964     31     41314.57
1964     32     35547.27
1964     33     34280.78
1964     34     31464.41
1964     35     27089.53
1964     36     23064.70
1964     37     19796.20
1964     38     16859.47
1964     39     14612.81
1964     40     12301.05
1964     41      9736.63
1964     42      6297.73
1964     43      3611.68
1964     44      1956.04
1964     45       940.26
1964     46       598.78
1964     47       410.33
1964     48       330.53
1964     49       283.73
1964     50       257.37
1964     51       139.24
1964     52        39.15
1964     53         9.53
1964     54         1.77
1964     55+        0.00
1965     12-        0.13
1965     13         5.10
1965     14        60.28
1965     15       244.71
1965     16       822.78
1965     17      2079.54
1965     18      3794.04
1965     19      7586.95
1965     20     13365.35
1965     21     20142.60
1965     22     26791.09
1965     23     29179.58
1965     24     39032.86
1965     25     41035.05
1965     26     35489.60
1965     27     40553.34
1965     28     45822.70
1965     29     47626.80
1965     30     42827.11
1965     31     38672.24
1965     32     35963.48
1965     33     32022.05
1965     34     31743.83
1965     35     27676.95
1965     36     22943.79
1965     37     19757.62
1965     38     16817.34
1965     39     13932.78
1965     40     12058.91
1965     41      9251.05
1965     42      6361.77
1965     43      3860.00
1965     44      2170.96
1965     45      1173.77
1965     46       636.96
1965     47       506.27
1965     48       425.79
1965     49       383.28
1965     50       436.51
1965     51       222.86
1965     52        59.47
1965     53        11.73
1965     54         2.05
1965     55+        0.00
1966     12-        0.16
1966     13         7.54
1966     14        88.52
1966     15       327.84
1966     16       944.34
1966     17      2237.35
1966     18      4406.14
1966     19      7144.84
1966     20     13495.88
1966     21     20843.48
1966     22     28593.33
1966     23     34965.90
1966     24     35317.03
1966     25     42366.84
1966     26     42809.46
1966     27     35693.34
1966     28     39963.66
1966     29     44761.29
1966     30     43461.76
1966     31     36821.03
1966     32     34046.90
1966     33     32636.22
1966     34     29820.30
1966     35     27791.29
1966     36     23037.93
1966     37     19249.53
1966     38     16491.72
1966     39     13836.47
1966     40     11688.39
1966     41      9234.26
1966     42      6032.89
1966     43      3706.66
1966     44      2077.52
1966     45      1088.03
1966     46       652.85
1966     47       415.35
1966     48       353.96
1966     49       280.08
1966     50       272.32
1966     51       148.08
1966     52        41.06
1966     53         9.74
1966     54         1.74
1966     55+        0.00
1967     12-        0.16
1967     13         8.08
1967     14       100.78
1967     15       347.78
1967     16       971.34
1967     17      2114.75
1967     18      4188.77
1967     19      7730.29
1967     20     12024.62
1967     21     19643.51
1967     22     27522.61
1967     23     34685.82
1967     24     39676.36
1967     25     37524.33
1967     26     44282.83
1967     27     43713.39
1967     28     35952.63
1967     29     39916.12
1967     30     42115.57
1967     31     38944.52
1967     32     34030.45
1967     33     32591.02
1967     34     32111.22
1967     35     27950.32
1967     36     25065.88
1967     37     20955.94
1967     38     17374.09
1967     39     14492.11
1967     40     12152.32
1967     41      9511.25
1967     42      6884.08
1967     43      4466.69
1967     44      2861.46
1967     45      1645.98
1967     46      1017.47
1967     47       771.30
1967     48       597.11
1967     49       556.60
1967     50       595.52
1967     51       300.24
1967     52        75.50
1967     53        13.90
1967     54         2.29
1967     55+        0.00
1968     12-        0.18
1968     13         9.98
1968     14       123.17
1968     15       440.14
1968     16      1164.63
1968     17      2462.44
1968     18      4523.66
1968     19      8555.55
1968     20     15141.32
1968     21     20473.88
1968     22     30559.25
1968     23     38998.26
1968     24     44536.27
1968     25     45302.79
1968     26     39022.74
1968     27     43210.59
1968     28     41032.10
1968     29     33212.61
1968     30     34985.61
1968     31     34875.02
1968     32     33062.13
1968     33     29831.51
1968     34     29247.07
1968     35     26856.22
1968     36     22039.58
1968     37     19717.27
1968     38     16485.04
1968     39     13583.64
1968     40     11418.51
1968     41      8852.10
1968     42      5948.07
1968     43      3743.12
1968     44      2147.13
1968     45      1209.64
1968     46       731.25
1968     47       489.67
1968     48       359.54
1968     49       237.65
1968     50       213.28
1968     51       104.36
1968     52        31.29
1968     53         8.16
1968     54         1.56
1968     55+        0.00
1969     12-        0.19
1969     13        10.21
1969     14       126.70
1969     15       440.80
1969     16      1234.31
1969     17      2531.33
1969     18      4629.13
1969     19      8321.37
1969     20     15084.76
1969     21     23637.18
1969     22     29279.64
1969     23     40028.38
1969     24     46777.78
1969     25     48410.54
1969     26     46412.60
1969     27     38389.89
1969     28     41613.82
1969     29     39148.27
1969     30     30056.26
1969     31     29492.84
1969     32     30229.53
1969     33     29765.02
1969     34     27762.83
1969     35     25502.22
1969     36     22491.85
1969     37     18646.08
1969     38     16604.32
1969     39     13616.60
1969     40     11223.73
1969     41      8584.80
1969     42      5707.80
1969     43      3425.39
1969     44      1982.51
1969     45      1074.70
1969     46       659.36
1969     47       435.43
1969     48       299.68
1969     49       210.81
1969     50       150.97
1969     51        81.17
1969     52        25.04
1969     53         6.71
1969     54         1.46
1969     55+        0.00
1970     12-        0.18
1970     13         8.59
1970     14       105.10
1970     15       394.37
1970     16      1155.90
1970     17      2715.81
1970     18      5069.53
1970     19      9052.04
1970     20     15051.67
1970     21     23639.40
1970     22     32804.70
1970     23     36502.47
1970     24     46017.27
1970     25     49897.49
1970     26     49520.37
1970     27     45940.49
1970     28     37146.70
1970     29     39610.05
1970     30     34875.52
1970     31     24770.35
1970     32     25060.09
1970     33     26747.85
1970     34     27257.24
1970     35     24107.31
1970     36     21357.76
1970     37     18948.99
1970     38     15607.20
1970     39     13591.37
1970     40     11150.53
1970     41      8532.54
1970     42      5675.32
1970     43      3458.04
1970     44      1973.11
1970     45      1110.36
1970     46       664.80
1970     47       480.32
1970     48       372.49
1970     49       285.98
1970     50       247.20
1970     51       114.00
1970     52        34.94
1970     53         8.06
1970     54         1.53
1970     55+        0.00
1971     12-        0.19
1971     13         9.92
1971     14       121.40
1971     15       445.32
1971     16      1299.75
1971     17      2915.78
1971     18      5736.31
1971     19      9932.80
1971     20     16414.95
1971     21     24291.09
1971     22     34462.71
1971     23     43572.28
1971     24     44726.14
1971     25     50970.04
1971     26     51127.15
1971     27     48247.79
1971     28     43528.85
1971     29     34999.60
1971     30     35510.97
1971     31     29546.58
1971     32     21995.82
1971     33     22987.07
1971     34     25032.58
1971     35     23741.45
1971     36     19618.29
1971     37     17412.16
1971     38     15456.26
1971     39     12657.99
1971     40     11160.52
1971     41      8464.18
1971     42      5473.61
1971     43      3185.56
1971     44      1759.45
1971     45       952.72
1971     46       575.38
1971     47       377.82
1971     48       275.30
1971     49       196.09
1971     50       144.48
1971     51        74.36
1971     52        21.75
1971     53         6.27
1971     54         1.27
1971     55+        0.00
1972     12-        0.21
1972     13        11.56
1972     14       148.21
1972     15       522.23
1972     16      1447.18
1972     17      3141.67
1972     18      5807.44
1972     19     10627.83
1972     20     17149.72
1972     21     25450.99
1972     22     34331.54
1972     23     44404.84
1972     24     51226.59
1972     25     47559.29
1972     26     49977.04
1972     27     47783.86
1972     28     44278.92
1972     29     40160.33
1972     30     30794.03
1972     31     29718.75
1972     32     25702.10
1972     33     19990.90
1972     34     21313.27
1972     35     21970.93
1972     36     19692.61
1972     37     16568.62
1972     38     14750.83
1972     39     12899.92
1972     40     10599.76
1972     41      8547.21
1972     42      5560.13
1972     43      3288.33
1972     44      1822.32
1972     45      1002.95
1972     46       596.08
1972     47       400.78
1972     48       278.33
1972     49       199.67
1972     50       146.41
1972     51        72.87
1972     52        23.64
1972     53         5.85
1972     54         1.28
1972     55+        0.00
1973     12-        0.22
1973     13        12.64
1973     14       162.94
1973     15       603.16
1973     16      1644.36
1973     17      3508.05
1973     18      6455.16
1973     19     11219.41
1973     20     18601.26
1973     21     26329.32
1973     22     34824.98
1973     23     42437.92
1973     24     50713.58
1973     25     54398.01
1973     26     47817.65
1973     27     48820.01
1973     28     45983.27
1973     29     42217.03
1973     30     35199.93
1973     31     25293.39
1973     32     24886.11
1973     33     22303.92
1973     34     18004.48
1973     35     18635.15
1973     36     18182.42
1973     37     16492.33
1973     38     13778.31
1973     39     11905.04
1973     40     10276.77
1973     41      7661.17
1973     42      5169.08
1973     43      2962.03
1973     44      1604.78
1973     45       844.94
1973     46       506.45
1973     47       348.40
1973     48       272.16
1973     49       210.79
1973     50       179.32
1973     51        94.56
1973     52        28.79
1973     53         7.42
1973     54         1.34
1973     55+        0.00
1974     12-        0.22
1974     13        12.58
1974     14       170.97
1974     15       682.42
1974     16      2049.23
1974     17      4538.78
1974     18      8381.72
1974     19     14058.36
1974     20     20818.61
1974     21     29067.62
1974     22     35338.59
1974     23     41582.04
1974     24     47362.51
1974     25     52897.87
1974     26     53635.13
1974     27     46006.79
1974     28     46539.34
1974     29     44050.10
1974     30     38361.76
1974     31     31225.88
1974     32     23281.85
1974     33     23283.71
1974     34     20848.49
1974     35     15944.40
1974     36     14820.53
1974     37     14624.18
1974     38     13556.56
1974     39     11568.70
1974     40     10258.76
1974     41      8284.81
1974     42      5353.38
1974     43      3316.72
1974     44      1817.38
1974     45       985.98
1974     46       575.60
1974     47       360.86
1974     48       229.36
1974     49       148.38
1974     50       101.60
1974     51        52.88
1974     52        18.61
1974     53         5.48
1974     54         1.22
1974     55+        0.00
1975     12-       24.00
1975     13        62.00
1975     14       223.00
1975     15       977.00
1975     16      2806.00
1975     17      5935.00
1975     18     10032.00
1975     19     15471.00
1975     20     20923.00
1975     21     28203.00
1975     22     37177.00
1975     23     43638.00
1975     24     47555.00
1975     25     48903.00
1975     26     50739.00
1975     27     49272.00
1975     28     40010.00
1975     29     42643.00
1975     30     36779.00
1975     31     30555.00
1975     32     25434.00
1975     33     18973.00
1975     34     18916.00
1975     35     16703.00
1975     36     12627.00
1975     37     12710.00
1975     38     12330.00
1975     39     10995.00
1975     40      8906.00
1975     41      6601.00
1975     42      4931.00
1975     43      3247.00
1975     44      2108.00
1975     45      1082.00
1975     46       524.00
1975     47       222.00
1975     48       131.00
1975     49        94.00
1975     50        53.00
1975     51        29.00
1975     52        17.00
1975     53        12.00
1975     54        18.00
1975     55+        6.00
1976     12-       22.00
1976     13        52.00
1976     14       205.00
1976     15       963.00
1976     16      2918.00
1976     17      6217.00
1976     18     10996.00
1976     19     16003.00
1976     20     23089.00
1976     21     29911.00
1976     22     37477.00
1976     23     45979.00
1976     24     48772.00
1976     25     49378.00
1976     26     47644.00
1976     27     48404.00
1976     28     45322.00
1976     29     38483.00
1976     30     37753.00
1976     31     30779.00
1976     32     27010.00
1976     33     22717.00
1976     34     16653.00
1976     35     16680.00
1976     36     14780.00
1976     37     10536.00
1976     38     10386.00
1976     39     10061.00
1976     40      8913.00
1976     41      6300.00
1976     42      4874.00
1976     43      3217.00
1976     44      1959.00
1976     45      1098.00
1976     46       562.00
1976     47       265.00
1976     48       129.00
1976     49        71.00
1976     50        53.00
1976     51        36.00
1976     52        17.00
1976     53        16.00
1976     54        11.00
1976     55+        7.00
1977     12-       14.00
1977     13        48.00
1977     14       257.00
1977     15       984.00
1977     16      2951.00
1977     17      6430.00
1977     18     11334.00
1977     19     17264.00
1977     20     23979.00
1977     21     30445.00
1977     22     37349.00
1977     23     43609.00
1977     24     48216.00
1977     25     47510.00
1977     26     45315.00
1977     27     42738.00
1977     28     42442.00
1977     29     40941.00
1977     30     33882.00
1977     31     29860.00
1977     32     26137.00
1977     33     22869.00
1977     34     19159.00
1977     35     13910.00
1977     36     13746.00
1977     37     12017.00
1977     38      8697.00
1977     39      8376.00
1977     40      7686.00
1977     41      5980.00
1977     42      4388.00
1977     43      2988.00
1977     44      1841.00
1977     45      1070.00
1977     46       574.00
1977     47       240.00
1977     48       121.00
1977     49        57.00
1977     50        37.00
1977     51        18.00
1977     52        18.00
1977     53        10.00
1977     54         9.00
1977     55+        9.00
1978     12-       16.00
1978     13        70.00
1978     14       258.00
1978     15      1121.00
1978     16      3173.00
1978     17      6635.00
1978     18     11777.00
1978     19     17642.00
1978     20     24363.00
1978     21     30311.00
1978     22     37207.00
1978     23     42176.00
1978     24     45162.00
1978     25     46861.00
1978     26     44556.00
1978     27     41321.00
1978     28     38304.00
1978     29     38340.00
1978     30     36399.00
1978     31     26617.00
1978     32     25197.00
1978     33     21952.00
1978     34     19186.00
1978     35     16092.00
1978     36     11807.00
1978     37     11109.00
1978     38      9624.00
1978     39      6792.00
1978     40      6551.00
1978     41      5179.00
1978     42      4056.00
1978     43      2619.00
1978     44      1657.00
1978     45       933.00
1978     46       484.00
1978     47       270.00
1978     48       111.00
1978     49        51.00
1978     50        34.00
1978     51        13.00
1978     52        20.00
1978     53        21.00
1978     54         8.00
1978     55+        8.00
1979     12-       26.00
1979     13        83.00
1979     14       284.00
1979     15      1271.00
1979     16      3452.00
1979     17      6952.00
1979     18     11719.00
1979     19     18010.00
1979     20     23925.00
1979     21     30349.00
1979     22     36090.00
1979     23     40029.00
1979     24     42261.00
1979     25     42678.00
1979     26     42801.00
1979     27     39447.00
1979     28     35923.00
1979     29     33963.00
1979     30     32748.00
1979     31     28061.00
1979     32     21546.00
1979     33     20401.00
1979     34     17735.00
1979     35     15319.00
1979     36     12879.00
1979     37      9337.00
1979     38      8734.00
1979     39      7274.00
1979     40      5095.00
1979     41      4039.00
1979     42      3487.00
1979     43      2327.00
1979     44      1482.00
1979     45       835.00
1979     46       405.00
1979     47       228.00
1979     48       128.00
1979     49        60.00
1979     50        36.00
1979     51        19.00
1979     52        13.00
1979     53        11.00
1979     54        11.00
1979     55+        8.00
1980     12-        9.00
1980     13        35.00
1980     14       324.00
1980     15      1311.00
1980     16      3619.00
1980     17      7038.00
1980     18     11518.00
1980     19     16910.00
1980     20     23602.00
1980     21     28654.00
1980     22     35006.00
1980     23     38466.00
1980     24     40522.00
1980     25     40617.00
1980     26     39310.00
1980     27     38081.00
1980     28     34170.00
1980     29     31444.00
1980     30     29392.00
1980     31     25245.00
1980     32     22935.00
1980     33     17815.00
1980     34     16945.00
1980     35     14563.00
1980     36     12392.00
1980     37      9998.00
1980     38      7068.00
1980     39      6736.00
1980     40      5725.00
1980     41      3248.00
1980     42      2851.00
1980     43      2053.00
1980     44      1347.00
1980     45       801.00
1980     46       380.00
1980     47       199.00
1980     48       106.00
1980     49        77.00
1980     50        63.00
1980     51        24.00
1980     52        13.00
1980     53        11.00
1980     54         9.00
1980     55+       14.00
1981     12-       19.00
1981     13        92.00
1981     14       273.00
1981     15      1128.00
1981     16      3298.00
1981     17      6406.00
1981     18     10202.00
1981     19     15162.00
1981     20     20865.00
1981     21     26438.00
1981     22     31779.00
1981     23     36873.00
1981     24     38493.00
1981     25     38564.00
1981     26     37512.00
1981     27     35317.00
1981     28     33172.00
1981     29     30322.00
1981     30     28126.00
1981     31     22526.00
1981     32     20546.00
1981     33     18420.00
1981     34     14380.00
1981     35     13467.00
1981     36     11573.00
1981     37      9591.00
1981     38      7738.00
1981     39      5452.00
1981     40      4948.00
1981     41      3603.00
1981     42      2290.00
1981     43      1592.00
1981     44      1085.00
1981     45       627.00
1981     46       306.00
1981     47       179.00
1981     48        81.00
1981     49        51.00
1981     50        59.00
1981     51        26.00
1981     52         6.00
1981     53         3.00
1981     54         8.00
1981     55+        3.00
1982     12-       22.00
1982     13        90.00
1982     14       253.00
1982     15       970.00
1982     16      2956.00
1982     17      6087.00
1982     18     10030.00
1982     19     14147.00
1982     20     19211.00
1982     21     23791.00
1982     22     29874.00
1982     23     34875.00
1982     24     37626.00
1982     25     38364.00
1982     26     36888.00
1982     27     34409.00
1982     28     31720.00
1982     29     30806.00
1982     30     28121.00
1982     31     22090.00
1982     32     18910.00
1982     33     17619.00
1982     34     15724.00
1982     35     12225.00
1982     36     11424.00
1982     37      9423.00
1982     38      7666.00
1982     39      6093.00
1982     40      4398.00
1982     41      3404.00
1982     42      2468.00
1982     43      1370.00
1982     44       939.00
1982     45       579.00
1982     46       353.00
1982     47       174.00
1982     48        69.00
1982     49        53.00
1982     50        53.00
1982     51        21.00
1982     52        14.00
1982     53         5.00
1982     54         8.00
1982     55+       10.00
1983     12-        5.00
1983     13        65.00
1983     14       263.00
1983     15       931.00
1983     16      2698.00
1983     17      5681.00
1983     18      9353.00
1983     19     13605.00
1983     20     17388.00
1983     21     20992.00
1983     22     26541.00
1983     23     31781.00
1983     24     34934.00
1983     25     37275.00
1983     26     35537.00
1983     27     33631.00
1983     28     31414.00
1983     29     28739.00
1983     30     26354.00
1983     31     21588.00
1983     32     18162.00
1983     33     15654.00
1983     34     14664.00
1983     35     12771.00
1983     36      9850.00
1983     37      8880.00
1983     38      7361.00
1983     39      5945.00
1983     40      4559.00
1983     41      2774.00
1983     42      2116.00
1983     43      1421.00
1983     44       757.00
1983     45       488.00
1983     46       283.00
1983     47       157.00
1983     48        65.00
1983     49        42.00
1983     50        35.00
1983     51        24.00
1983     52        24.00
1983     53        12.00
1983     54        12.00
1983     55+       15.00
1984     12-        2.00
1984     13        25.00
1984     14       249.00
1984     15       917.00
1984     16      2669.00
1984     17      5512.00
1984     18      8748.00
1984     19     12810.00
1984     20     16875.00
1984     21     20120.00
1984     22     24370.00
1984     23     29068.00
1984     24     33734.00
1984     25     35628.00
1984     26     36716.00
1984     27     33908.00
1984     28     31245.00
1984     29     28738.00
1984     30     26387.00
1984     31     21884.00
1984     32     18411.00
1984     33     15376.00
1984     34     13210.00
1984     35     12312.00
1984     36     10774.00
1984     37      7859.00
1984     38      7096.00
1984     39      5653.00
1984     40      4477.00
1984     41      3096.00
1984     42      1740.00
1984     43      1331.00
1984     44       867.00
1984     45       415.00
1984     46       231.00
1984     47       141.00
1984     48        78.00
1984     49        52.00
1984     50        37.00
1984     51         9.00
1984     52        14.00
1984     53        13.00
1984     54        15.00
1984     55+        8.00
1985     12-        1.00
1985     13        31.00
1985     14       174.00
1985     15       825.00
1985     16      2553.00
1985     17      5352.00
1985     18      8529.00
1985     19     12094.00
1985     20     15836.00
1985     21     18924.00
1985     22     22464.00
1985     23     26439.00
1985     24     30900.00
1985     25     34540.00
1985     26     35633.00
1985     27     35062.00
1985     28     31691.00
1985     29     28779.00
1985     30     25419.00
1985     31     21197.00
1985     32     18571.00
1985     33     15303.00
1985     34     12893.00
1985     35     11042.00
1985     36      9896.00
1985     37      8571.00
1985     38      6140.00
1985     39      5307.00
1985     40      4112.00
1985     41      2948.00
1985     42      1945.00
1985     43      1123.00
1985     44       696.00
1985     45       419.00
1985     46       182.00
1985     47       115.00
1985     48        65.00
1985     49        71.00
1985     50        37.00
1985     51        15.00
1985     52        22.00
1985     53         9.00
1985     54         9.00
1985     55+        3.00
1986     12-        2.00
1986     13        22.00
1986     14       124.00
1986     15       687.00
1986     16      2073.00
1986     17      4635.00
1986     18      7887.00
1986     19     11279.00
1986     20     14031.00
1986     21     17421.00
1986     22     21055.00
1986     23     24365.00
1986     24     28471.00
1986     25     32006.00
1986     26     34862.00
1986     27     34244.00
1986     28     32718.00
1986     29     29785.00
1986     30     26363.00
1986     31     21271.00
1986     32     17798.00
1986     33     15385.00
1986     34     12700.00
1986     35     10593.00
1986     36      8839.00
1986     37      7826.00
1986     38      6457.00
1986     39      4566.00
1986     40      3884.00
1986     41      2648.00
1986     42      1830.00
1986     43      1143.00
1986     44       562.00
1986     45       347.00
1986     46       187.00
1986     47        79.00
1986     48        47.00
1986     49        38.00
1986     50        30.00
1986     51        14.00
1986     52         9.00
1986     53         8.00
1986     54         6.00
1986     55+        6.00
1987     12-        1.00
1987     13        19.00
1987     14       142.00
1987     15       646.00
1987     16      1990.00
1987     17      4325.00
1987     18      7367.00
1987     19     10926.00
1987     20     13410.00
1987     21     15917.00
1987     22     19586.00
1987     23     23454.00
1987     24     26679.00
1987     25     30568.00
1987     26     32662.00
1987     27     34112.00
1987     28     32856.00
1987     29     30961.00
1987     30     26842.00
1987     31     21489.00
1987     32     18133.00
1987     33     14978.00
1987     34     12745.00
1987     35     10525.00
1987     36      8685.00
1987     37      6931.00
1987     38      5895.00
1987     39      4893.00
1987     40      3284.00
1987     41      2399.00
1987     42      1710.00
1987     43      1040.00
1987     44       615.00
1987     45       280.00
1987     46       154.00
1987     47        76.00
1987     48        37.00
1987     49        27.00
1987     50        16.00
1987     51        10.00
1987     52         7.00
1987     53         4.00
1987     54         3.00
1987     55+        0.00
1988     12-        5.00
1988     13        22.00
1988     14       134.00
1988     15       658.00
1988     16      1928.00
1988     17      4223.00
1988     18      7305.00
1988     19     10147.00
1988     20     13017.00
1988     21     15001.00
1988     22     17967.00
1988     23     21826.00
1988     24     26160.00
1988     25     29679.00
1988     26     31861.00
1988     27     33286.00
1988     28     33052.00
1988     29     31228.00
1988     30     27892.00
1988     31     22702.00
1988     32     18680.00
1988     33     15301.00
1988     34     12387.00
1988     35     10517.00
1988     36      8404.00
1988     37      6489.00
1988     38      5330.00
1988     39      4197.00
1988     40      3456.00
1988     41      1972.00
1988     42      1551.00
1988     43       945.00
1988     44       558.00
1988     45       291.00
1988     46       117.00
1988     47        66.00
1988     48        34.00
1988     49        14.00
1988     50        14.00
1988     51         3.00
1988     52        11.00
1988     53         4.00
1988     54         3.00
1988     55+        0.00
1989     12-        4.00
1989     13        27.00
1989     14       136.00
1989     15       575.00
1989     16      1779.00
1989     17      3758.00
1989     18      6071.00
1989     19      8985.00
1989     20     11450.00
1989     21     13805.00
1989     22     16547.00
1989     23     19900.00
1989     24     24791.00
1989     25     28679.00
1989     26     31020.00
1989     27     32646.00
1989     28     32543.00
1989     29     32031.00
1989     30     28731.00
1989     31     24118.00
1989     32     19600.00
1989     33     15707.00
1989     34     12721.00
1989     35     10353.00
1989     36      8249.00
1989     37      6525.00
1989     38      4944.00
1989     39      3855.00
1989     40      3071.00
1989     41      2153.00
1989     42      1324.00
1989     43       878.00
1989     44       544.00
1989     45       261.00
1989     46       107.00
1989     47        54.00
1989     48        26.00
1989     49        15.00
1989     50         9.00
1989     51        10.00
1989     52         5.00
1989     53         8.00
1989     54         7.00
1989     55+        2.00
1990     12-        5.00
1990     13        33.00
1990     14       115.00
1990     15       534.00
1990     16      1631.00
1990     17      3367.00
1990     18      5593.00
1990     19      7995.00
1990     20     10161.00
1990     21     12579.00
1990     22     15625.00
1990     23     18836.00
1990     24     22547.00
1990     25     27483.00
1990     26     31061.00
1990     27     32163.00
1990     28     32304.00
1990     29     31645.00
1990     30     29541.00
1990     31     25108.00
1990     32     21133.00
1990     33     16625.00
1990     34     13108.00
1990     35     10661.00
1990     36      8346.00
1990     37      6613.00
1990     38      5017.00
1990     39      3672.00
1990     40      2614.00
1990     41      1982.00
1990     42      1260.00
1990     43       773.00
1990     44       456.00
1990     45       245.00
1990     46       116.00
1990     47        50.00
1990     48        23.00
1990     49        19.00
1990     50        11.00
1990     51         6.00
1990     52         2.00
1990     53         4.00
1990     54         5.00
1990     55+        6.00
1991     12-        4.00
1991     13        29.00
1991     14       121.00
1991     15       546.00
1991     16      1520.00
1991     17      3184.00
1991     18      5237.00
1991     19      7226.00
1991     20      9133.00
1991     21     11184.00
1991     22     13848.00
1991     23     17533.00
1991     24     21214.00
1991     25     25745.00
1991     26     30030.00
1991     27     32283.00
1991     28     32355.00
1991     29     31721.00
1991     30     30148.00
1991     31     26105.00
1991     32     21878.00
1991     33     18036.00
1991     34     14322.00
1991     35     11116.00
1991     36      8428.00
1991     37      6616.00
1991     38      5028.00
1991     39      3650.00
1991     40      2690.00
1991     41      1863.00
1991     42      1242.00
1991     43       805.00
1991     44       367.00
1991     45       226.00
1991     46       106.00
1991     47        47.00
1991     48        21.00
1991     49        14.00
1991     50        10.00
1991     51         7.00
1991     52         7.00
1991     53         4.00
1991     54         1.00
1991     55+        2.00
1992     12-        9.00
1992     13        22.00
1992     14       113.00
1992     15       522.00
1992     16      1377.00
1992     17      3002.00
1992     18      4616.00
1992     19      6684.00
1992     20      8220.00
1992     21     10295.00
1992     22     12789.00
1992     23     15574.00
1992     24     20115.00
1992     25     24444.00
1992     26     28699.00
1992     27     32034.00
1992     28     34003.00
1992     29     32968.00
1992     30     30975.00
1992     31     27253.00
1992     32     23723.00
1992     33     19274.00
1992     34     15704.00
1992     35     12171.00
1992     36      9114.00
1992     37      6857.00
1992     38      5051.00
1992     39      3896.00
1992     40      2748.00
1992     41      1786.00
1992     42      1096.00
1992     43       736.00
1992     44       405.00
1992     45       191.00
1992     46        94.00
1992     47        53.00
1992     48        16.00
1992     49        14.00
1992     50        12.00
1992     51         5.00
1992     52         4.00
1992     53         2.00
1992     54         2.00
1992     55+        2.00
1993     12-        3.00
1993     13        18.00
1993     14       107.00
1993     15       432.00
1993     16      1251.00
1993     17      2593.00
1993     18      4299.00
1993     19      6075.00
1993     20      7314.00
1993     21      9010.00
1993     22     10942.00
1993     23     14101.00
1993     24     17756.00
1993     25     22629.00
1993     26     26855.00
1993     27     29916.00
1993     28     32986.00
1993     29     34004.00
1993     30     31787.00
1993     31     27763.00
1993     32     23943.00
1993     33     20344.00
1993     34     16024.00
1993     35     12999.00
1993     36      9700.00
