SpainPopulation size (abridged)	Last modified: 26 Sep 2017;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
     1920       28            135038.42       124307.31       259345.73
     1920       29            221578.39       188317.39       409895.78
     1920       30            123215.55       117997.68       241213.23
     1920       31            154509.43       146691.67       301201.10
     1920       32            138363.84       132449.56       270813.40
     1920       33            143303.34       126712.05       270015.39
     1920       34            150395.76       138779.83       289175.59
     1920       35            140665.83       125699.76       266365.59
     1920       36            117674.01       109976.77       227650.78
     1920       37            139857.61       126959.44       266817.05
     1920       38            109521.03       103196.40       212717.43
     1920       39            222226.65       196556.70       418783.35
     1920       40             96730.54        92983.54       189714.08
     1920       41            130090.50       120886.28       250976.78
     1920       42            108112.67       101149.76       209262.43
     1920       43            126608.44       110128.18       236736.62
     1920       44            135145.59       126357.97       261503.56
     1920       45            118795.59       105123.50       223919.09
     1920       46             97834.97        90890.12       188725.09
     1920       47            120202.79       108462.14       228664.93
     1920       48             86106.53        82708.89       168815.42
     1920       49            194031.54       171444.48       365476.02
     1920       50             73985.26        71584.56       145569.82
     1920       51             97664.54        92373.47       190038.01
     1920       52             78999.67        76725.04       155724.71
     1920       53             95697.70        87611.36       183309.06
     1920       54            105382.17       101786.19       207168.36
     1920       55             94149.67        85367.22       179516.89
     1920       56             73671.13        69596.24       143267.37
     1920       57             91081.58        83850.89       174932.47
     1920       58             67783.02        66578.40       134361.42
     1920       59            179002.42       143603.77       322606.19
     1920       60             58743.06        57886.16       116629.22
     1920       61             73355.62        68688.89       142044.51
     1920       62             59847.20        56618.43       116465.63
     1920       63             70294.68        60652.38       130947.06
     1920       64             75028.45        66700.48       141728.93
     1920       65             65906.67        57949.84       123856.51
     1920       66             48525.33        43781.39        92306.72
     1920       67             55788.75        47973.18       103761.93
     1920       68             38454.76        34075.88        72530.64
     1920       69            104443.44        78599.00       183042.44
     1920       70             30890.34        29038.72        59929.06
     1920       71             35958.76        32387.10        68345.86
     1920       72             27277.28        25477.04        52754.32
     1920       73             30504.73        26797.62        57302.35
     1920       74             34790.69        28953.36        63744.05
     1920       75             25662.27        22822.59        48484.86
     1920       76             19112.05        17674.83        36786.88
     1920       77             21980.25        18517.45        40497.70
     1920       78             12992.48        11226.60        24219.08
     1920       79             40017.53        26515.70        66533.23
     1920       80             21421.74        14678.02        36099.76
     1920       81             16617.20        11091.08        27708.28
     1920       82             14599.02         9143.15        23742.17
     1920       83             12477.44         7566.67        20044.11
     1920       84             10529.81         6241.37        16771.18
     1920       85              8440.53         4848.90        13289.43
     1920       86              6833.26         3767.40        10600.66
     1920       87              5564.26         2952.81         8517.07
     1920       88              4433.39         2202.10         6635.49
     1920       89              3780.42         1740.00         5520.42
     1920       90              2910.30         1321.46         4231.76
     1920       91              2009.24          917.61         2926.85
     1920       92              1647.54          711.36         2358.90
     1920       93              1285.88          519.68         1805.56
     1920       94              1044.45          383.46         1427.91
     1920       95               813.23          289.84         1103.07
     1920       96               571.26          206.97          778.23
     1920       97               391.67          146.58          538.25
     1920       98               246.94           87.58          334.52
     1920       99               158.79           53.91          212.70
     1920      100               104.08           28.85          132.93
     1920      101                47.00           12.44           59.44
     1920      102                28.31            6.80           35.11
     1920      103                19.54            3.64           23.18
     1920      104                10.98            1.45           12.43
     1920      105                 5.59            0.35            5.94
     1920      106                 2.89            0.00            2.89
     1920      107                 1.08            0.00            1.08
     1920      108                 0.00            0.00            0.00
     1920      109                 0.00            0.00            0.00
     1920      110+                0.00            0.00            0.00
     1921        0            218090.00       224156.00       442246.00
     1921        1            221892.00       225773.00       447665.00
     1921        2            228509.00       233489.00       461998.00
     1921        3            226016.00       224090.00       450106.00
     1921        4            227136.00       224792.00       451928.00
     1921        5            227019.00       233174.00       460193.00
     1921        6            234447.00       236100.00       470547.00
     1921        7            229265.00       233370.00       462635.00
     1921        8            240523.00       245575.00       486098.00
     1921        9            223617.00       226961.00       450578.00
     1921       10            248561.00       249950.00       498511.00
     1921       11            214914.00       218392.00       433306.00
     1921       12            243068.00       243185.00       486253.00
     1921       13            216475.00       219017.00       435492.00
     1921       14            226811.00       228216.00       455027.00
     1921       15            220017.00       213685.00       433702.00
     1921       16            217828.00       206593.00       424421.00
     1921       17            211867.00       204968.00       416835.00
     1921       18            229204.00       210554.00       439758.00
     1921       19            185662.00       168803.00       354465.00
     1921       20            235546.00       194524.00       430070.00
     1921       21            163609.00       159155.00       322764.00
     1921       22            190096.00       184724.00       374820.00
     1921       23            176292.00       168628.00       344920.00
     1921       24            191539.00       168028.00       359567.00
     1921       25            188937.00       170035.00       358972.00
     1921       26            175387.00       154634.00       330021.00
     1921       27            160279.00       148349.00       308628.00
     1921       28            177711.00       158114.00       335825.00
     1921       29            131989.00       121946.00       253935.00
     1921       30            223786.00       192028.00       415814.00
     1921       31            120922.00       115892.00       236814.00
     1921       32            152212.00       144534.00       296746.00
     1921       33            136207.00       129263.00       265470.00
     1921       34            140098.00       124117.00       264215.00
     1921       35            148314.00       137650.00       285964.00
     1921       36            138320.00       123383.00       261703.00
     1921       37            115559.00       107430.00       222989.00
     1921       38            136819.00       124488.00       261307.00
     1921       39            108255.00       101727.00       209982.00
     1921       40            222103.00       197711.00       419814.00
     1921       41             96486.00        92349.00       188835.00
     1921       42            129015.00       119681.00       248696.00
     1921       43            106634.00        98962.00       205596.00
     1921       44            125837.00       108836.00       234673.00
     1921       45            134962.00       126242.00       261204.00
     1921       46            116058.00       102617.00       218675.00
     1921       47             96785.00        89628.00       186413.00
     1921       48            118348.00       106585.00       224933.00
     1921       49             84992.00        81257.00       166249.00
     1921       50            191135.00       168740.00       359875.00
     1921       51             73372.00        70708.00       144080.00
     1921       52             95900.00        90439.00       186339.00
     1921       53             77920.00        75470.00       153390.00
     1921       54             93823.00        85566.00       179389.00
     1921       55            103216.00        99243.00       202459.00
     1921       56             91932.00        83157.00       175089.00
     1921       57             72375.00        68058.00       140433.00
     1921       58             87904.00        81018.00       168922.00
     1921       59             66255.00        64690.00       130945.00
     1921       60            175500.00       139660.00       315160.00
     1921       61             57089.00        56193.00       113282.00
     1921       62             71385.00        66543.00       137928.00
     1921       63             58607.00        55069.00       113676.00
     1921       64             67526.00        58393.00       125919.00
     1921       65             72581.00        64058.00       136639.00
     1921       66             62192.00        54691.00       116883.00
     1921       67             46691.00        41794.00        88485.00
     1921       68             52001.00        44639.00        96640.00
     1921       69             36472.00        31762.00        68234.00
     1921       70             95083.00        71555.00       166638.00
     1921       71             27597.00        26138.00        53735.00
     1921       72             33143.00        29379.00        62522.00
     1921       73             24632.00        22630.00        47262.00
     1921       74             27030.00        23429.00        50459.00
     1921       75             30956.00        25307.00        56263.00
     1921       76             21924.00        19257.00        41181.00
     1921       77             17113.00        15480.00        32593.00
     1921       78             18889.00        15804.00        34693.00
     1921       79             11615.00         9837.00        21452.00
     1921       80             22044.59        14600.49        36645.08
     1921       81             17804.55        12113.49        29918.04
     1921       82             14880.15         9603.66        24483.81
     1921       83             12772.01         7681.27        20453.28
     1921       84             10767.36         6248.38        17015.74
     1921       85              8577.22         4850.03        13427.25
     1921       86              6831.08         3751.87        10582.95
     1921       87              5640.09         2923.68         8563.77
     1921       88              4539.04         2227.26         6766.30
     1921       89              3615.22         1670.54         5285.76
     1921       90              2861.52         1260.70         4122.22
     1921       91              2103.71          945.09         3048.80
     1921       92              1667.15          733.49         2400.64
     1921       93              1320.72          540.25         1860.97
     1921       94              1028.70          393.17         1421.87
     1921       95               770.23          274.29         1044.52
     1921       96               564.61          199.64          764.25
     1921       97               395.41          131.30          526.71
     1921       98               263.36           85.96          349.32
     1921       99               155.47           46.03          201.50
     1921      100                94.35           26.23          120.58
     1921      101                55.68           14.24           69.92
     1921      102                30.70            7.46           38.16
     1921      103                18.03            3.85           21.88
     1921      104                12.19            1.77           13.96
     1921      105                 6.75            0.34            7.09
     1921      106                 3.27            0.00            3.27
     1921      107                 1.58            0.00            1.58
     1921      108                 0.32            0.00            0.32
     1921      109                 0.00            0.00            0.00
     1921      110+                0.00            0.00            0.00
     1922        0            280500.91       304481.96       584982.87
     1922        1            201415.76       204215.82       405631.58
     1922        2            211823.37       215103.09       426926.46
     1922        3            224813.42       228914.54       453727.96
     1922        4            222251.44       220785.27       443036.71
     1922        5            224681.89       223149.66       447831.55
     1922        6            224629.51       229520.03       454149.54
     1922        7            232350.62       233014.24       465364.86
     1922        8            227666.31       231152.68       458818.99
     1922        9            240858.78       244619.52       485478.30
     1922       10            222065.01       224456.59       446521.60
     1922       11            248902.70       247493.07       496395.77
     1922       12            212672.93       216852.58       429525.51
     1922       13            241475.41       241591.59       483067.00
     1922       14            216260.84       217823.24       434084.08
     1922       15            225863.97       225308.83       451172.80
     1922       16            219622.21       212453.00       432075.21
     1922       17            216868.49       205501.36       422369.85
     1922       18            209860.59       203167.30       413027.89
     1922       19            227304.00       208839.35       436143.35
     1922       20            183210.39       167580.85       350791.24
     1922       21            236846.20       196923.13       433769.33
     1922       22            160078.10       156432.65       316510.75
     1922       23            187160.39       181203.85       368364.24
     1922       24            173656.13       166416.06       340072.19
     1922       25            187872.69       165826.48       353699.17
     1922       26            185905.62       167833.51       353739.13
     1922       27            173742.56       153174.29       326916.85
     1922       28            157679.87       146084.64       303764.51
     1922       29            176029.49       156924.79       332954.28
     1922       30            131041.73       121920.58       252962.31
     1922       31            222543.84       191572.01       414115.85
     1922       32            118966.55       114925.01       233891.56
     1922       33            150992.95       144096.98       295089.93
     1922       34            134090.25       127460.51       261550.76
     1922       35            138766.03       123425.20       262191.23
     1922       36            147386.25       137161.97       284548.22
     1922       37            137009.52       122710.68       259720.20
     1922       38            114414.80       106664.08       221078.88
     1922       39            136376.09       123965.64       260341.73
     1922       40            107037.57       101270.80       208308.37
     1922       41            218606.86       194561.65       413168.51
     1922       42             95054.52        91508.10       186562.62
     1922       43            127325.77       118454.89       245780.66
     1922       44            105406.26        98172.89       203579.15
     1922       45            123914.43       107103.62       231018.05
     1922       46            132517.05       123427.83       255944.88
     1922       47            115752.84       102104.87       217857.71
     1922       48             95512.54        88359.81       183872.35
     1922       49            117019.83       105125.86       222145.69
     1922       50             83709.22        80269.93       163979.15
     1922       51            188301.03       164713.38       353014.41
     1922       52             72303.28        69803.80       142107.08
     1922       53             94600.33        88892.68       183493.01
     1922       54             77343.21        74737.22       152080.43
     1922       55             92472.19        84123.54       176595.73
     1922       56            101779.49        97226.61       199006.10
     1922       57             90622.58        81989.75       172612.33
     1922       58             71419.21        67006.14       138425.35
     1922       59             86336.82        78882.65       165219.47
     1922       60             63684.67        62146.66       125831.33
     1922       61            167173.13       132788.57       299961.70
     1922       62             55301.47        54277.71       109579.18
     1922       63             68945.80        63738.09       132683.89
     1922       64             56482.18        52588.68       109070.86
     1922       65             64294.62        55202.76       119497.38
     1922       66             69187.54        60488.08       129675.62
     1922       67             59598.56        51867.09       111465.65
     1922       68             44696.29        39719.28        84415.57
     1922       69             50113.52        42643.74        92757.26
     1922       70             33664.66        29319.03        62983.69
     1922       71             88240.46        65885.63       154126.09
     1922       72             26405.23        24440.47        50845.70
     1922       73             31041.12        26865.49        57906.61
     1922       74             23097.61        20575.02        43672.63
     1922       75             24722.69        20739.51        45462.20
     1922       76             27969.06        22265.63        50234.69
     1922       77             20159.21        17078.76        37237.97
     1922       78             15492.32        13309.03        28801.35
     1922       79             17156.37        13756.82        30913.19
     1922       80             21910.77        14159.51        36070.28
     1922       81             18621.87        12110.52        30732.39
     1922       82             16045.34        10606.28        26651.62
     1922       83             13021.46         8133.02        21154.48
     1922       84             11039.51         6369.23        17408.74
     1922       85              8846.21         4890.42        13736.63
     1922       86              6987.59         3782.34        10769.93
     1922       87              5668.95         2969.97         8638.92
     1922       88              4650.99         2270.88         6921.87
     1922       89              3742.30         1705.42         5447.72
     1922       90              2743.87         1209.22         3953.09
     1922       91              2121.57          924.37         3045.94
     1922       92              1794.26          768.69         2562.95
     1922       93              1365.51          545.35         1910.86
     1922       94              1079.29          393.62         1472.91
     1922       95               778.11          270.72         1048.83
     1922       96               542.26          177.53          719.79
     1922       97               392.06          122.49          514.55
     1922       98               253.11           78.73          331.84
     1922       99               158.34           55.95          214.29
     1922      100                98.70           28.61          127.31
     1922      101                56.24           15.44           71.68
     1922      102                35.41            8.65           44.06
     1922      103                19.00            4.35           23.35
     1922      104                10.67            2.09           12.76
     1922      105                 6.94            0.72            7.66
     1922      106                 3.72            0.00            3.72
     1922      107                 1.61            0.00            1.61
     1922      108                 0.63            0.00            0.63
     1922      109                 0.00            0.00            0.00
     1922      110+                0.00            0.00            0.00
     1923        0            286412.96       309188.74       595601.70
     1923        1            258217.29       276976.91       535194.20
     1923        2            198724.28       201166.66       399890.94
     1923        3            207524.66       210597.19       418121.85
     1923        4            224223.84       227671.52       451895.36
     1923        5            220033.52       218936.87       438970.39
     1923        6            223014.68       222278.71       445293.39
     1923        7            222833.71       226533.86       449367.57
     1923        8            230841.35       230466.42       461307.77
     1923        9            226405.21       229201.73       455606.94
     1923       10            241386.11       243846.41       485232.52
     1923       11            220643.82       222086.29       442730.11
     1923       12            249371.35       245115.35       494486.70
     1923       13            210508.73       215370.24       425878.97
     1923       14            239906.33       240046.61       479952.94
     1923       15            216034.36       216711.98       432746.34
     1923       16            224912.00       222456.60       447368.60
     1923       17            219179.91       211150.96       430330.87
     1923       18            215842.65       204259.55       420102.20
     1923       19            207941.30       201371.27       409312.57
     1923       20            225528.64       207207.67       432736.31
     1923       21            180873.18       166438.36       347311.54
     1923       22            238098.92       199290.49       437389.41
     1923       23            156514.62       153693.27       310207.89
     1923       24            184396.23       177784.71       362180.94
     1923       25            171068.77       164334.73       335403.50
     1923       26            184242.06       163799.34       348041.40
     1923       27            182947.10       165715.56       348662.66
     1923       28            172068.33       151692.49       323760.82
     1923       29            155174.60       143899.72       299074.32
     1923       30            174280.50       155734.16       330014.66
     1923       31            130175.84       121989.32       252165.16
     1923       32            221438.63       191155.65       412594.28
     1923       33            116802.20       113757.98       230560.18
     1923       34            149800.62       143634.34       293434.96
     1923       35            131887.58       125626.08       257513.66
     1923       36            137392.12       122644.23       260036.35
     1923       37            146576.70       136675.87       283252.57
     1923       38            135674.13       121975.99       257650.12
     1923       39            113352.82       105926.14       219278.96
     1923       40            135672.64       123167.32       258839.96
     1923       41            105864.16       100809.41       206673.57
     1923       42            215412.14       191586.47       406998.61
     1923       43             93532.16        90574.27       184106.43
     1923       44            125771.57       117326.87       243098.44
     1923       45            103964.37        97104.56       201068.93
     1923       46            122052.47       105349.06       227401.53
     1923       47            130370.80       120832.41       251203.21
     1923       48            115435.67       101439.91       216875.58
     1923       49             94311.52        87075.80       181387.32
     1923       50            115284.10       103275.90       218560.00
     1923       51             82403.05        79320.64       161723.69
     1923       52            185865.44       161037.38       346902.82
     1923       53             71103.00        68735.47       139838.47
     1923       54             93386.97        87403.33       180790.30
     1923       55             76563.68        73691.78       150255.46
     1923       56             91091.93        82561.79       173653.72
     1923       57            100610.07        95421.88       196031.95
     1923       58             89283.09        80758.16       170041.25
     1923       59             70518.04        65861.35       136379.39
     1923       60             83840.80        75901.83       159742.63
     1923       61             61179.03        59616.76       120795.79
     1923       62            159871.38       126522.52       286393.90
     1923       63             53100.94        51869.27       104970.21
     1923       64             66429.96        60947.35       127377.31
     1923       65             53780.54        49804.84       103585.38
     1923       66             60955.65        51955.33       112910.98
     1923       67             66229.36        57160.49       123389.85
     1923       68             56975.39        48995.30       105970.69
     1923       69             43043.30        37940.66        80983.96
     1923       70             47033.00        39896.55        86929.55
     1923       71             30870.57        26988.24        57858.81
     1923       72             82896.59        61142.75       144039.34
     1923       73             24690.43        22369.26        47059.69
     1923       74             29120.55        24537.92        53658.47
     1923       75             20992.49        18177.12        39169.61
     1923       76             22444.68        18317.31        40761.99
     1923       77             25620.94        19824.77        45445.71
     1923       78             18225.20        14773.84        32999.04
     1923       79             14108.85        11398.36        25507.21
     1923       80             22070.53        14310.32        36380.85
     1923       81             18577.24        11773.40        30350.64
     1923       82             16750.27        10603.73        27354.00
     1923       83             14075.77         9000.74        23076.51
     1923       84             11351.80         6753.49        18105.29
     1923       85              9177.39         5009.80        14187.19
     1923       86              7233.30         3842.75        11076.05
     1923       87              5754.38         2965.52         8719.90
     1923       88              4655.23         2280.43         6935.66
     1923       89              3805.29         1721.76         5527.05
     1923       90              2861.31         1242.55         4103.86
     1923       91              2063.58          900.26         2963.84
     1923       92              1795.05          751.00         2546.05
     1923       93              1446.04          584.27         2030.31
     1923       94              1119.53          403.75         1523.28
     1923       95               847.44          274.85         1122.29
     1923       96               564.71          181.66          746.37
     1923       97               386.53          118.98          505.51
     1923       98               262.82           80.93          343.75
     1923       99               162.31           47.69          210.00
     1923      100                99.01           30.77          129.78
     1923      101                53.99           14.15           68.14
     1923      102                35.91            9.49           45.40
     1923      103                21.90            5.11           27.01
     1923      104                11.23            2.33           13.56
     1923      105                 5.80            0.92            6.72
     1923      106                 3.47            0.00            3.47
     1923      107                 1.72            0.00            1.72
     1923      108                 0.51            0.00            0.51
     1923      109                 0.00            0.00            0.00
     1923      110+                0.00            0.00            0.00
     1924        0            288361.81       310685.78       599047.59
     1924        1            264105.24       281904.55       546009.79
     1924        2            247826.57       264675.61       512502.18
     1924        3            201254.99       203664.58       404919.57
     1924        4            206149.81       209264.52       415414.33
     1924        5            225068.66       227987.15       453055.81
     1924        6            218584.28       217969.63       436553.91
     1924        7            221983.54       222101.84       444085.38
     1924        8            221600.44       224087.36       445687.80
     1924        9            229600.13       228182.00       457782.13
     1924       10            225354.25       227421.58       452775.83
     1924       11            242015.00       243198.88       485213.88
     1924       12            219287.35       219813.73       439101.08
     1924       13            249886.77       242811.12       492697.89
     1924       14            208326.51       213888.70       422215.21
     1924       15            238250.76       238470.46       476721.22
     1924       16            215829.51       215519.19       431348.70
     1924       17            223956.67       219401.89       443358.56
     1924       18            218602.37       209624.94       428227.31
     1924       19            214808.27       202960.77       417769.04
     1924       20            206002.93       199545.25       405548.18
     1924       21            223794.35       205608.47       429402.82
     1924       22            178562.46       165259.07       343821.53
     1924       23            239316.39       201586.17       440902.56
     1924       24            152986.58       151024.67       304011.25
     1924       25            181598.17       174459.01       356057.18
     1924       26            168548.45       162314.62       330863.07
     1924       27            180701.90       161792.18       342494.08
     1924       28            179958.31       163631.43       343589.74
     1924       29            170572.48       150405.03       320977.51
     1924       30            152710.00       141741.04       294451.04
     1924       31            172680.94       154632.29       327313.23
     1924       32            129533.40       122066.73       251600.13
     1924       33            220230.78       190492.17       410722.95
     1924       34            114767.09       112542.17       227309.26
     1924       35            148595.84       143138.12       291733.96
     1924       36            129591.65       123759.50       253351.15
     1924       37            136112.98       121927.49       258040.47
     1924       38            145756.60       136129.55       281886.15
     1924       39            134373.46       121222.68       255596.14
     1924       40            112061.88       104905.77       216967.65
     1924       41            135081.40       122414.97       257496.37
     1924       42            105008.49       100480.88       205489.37
     1924       43            212151.01       188344.48       400495.49
     1924       44             92150.58        89599.71       181750.29
     1924       45            124001.14       115862.73       239863.87
     1924       46            102493.32        95987.60       198480.92
     1924       47            120352.97       103818.62       224171.59
     1924       48            128059.58       118060.76       246120.34
     1924       49            115080.41       100679.69       215760.10
     1924       50             92737.73        85400.80       178138.53
     1924       51            113587.61       101435.02       215022.63
     1924       52             81479.62        78621.80       160101.42
     1924       53            183241.69       157088.56       340330.25
     1924       54             69866.96        67630.85       137497.81
     1924       55             91831.65        85591.74       177423.39
     1924       56             75566.26        72519.28       148085.54
     1924       57             89837.75        81151.81       170989.56
     1924       58             99281.64        93408.04       192689.68
     1924       59             87814.24        79278.22       167092.46
     1924       60             68603.11        63888.48       132491.59
     1924       61             81214.99        72941.81       154156.80
     1924       62             59475.89        57597.27       117073.16
     1924       63            152113.18       119687.81       271800.99
     1924       64             50795.56        49347.94       100143.50
     1924       65             63357.55        57697.63       121055.18
     1924       66             51034.04        46834.41        97868.45
     1924       67             58013.99        48899.47       106913.46
     1924       68             63024.35        53754.98       116779.33
     1924       69             54385.25        46352.48       100737.73
     1924       70             39938.51        35266.70        75205.21
     1924       71             43609.34        36978.19        80587.53
     1924       72             29314.06        25284.16        54598.22
     1924       73             76942.88        55789.23       132732.11
     1924       74             23078.90        20306.14        43385.04
     1924       75             26559.85        21795.51        48355.36
     1924       76             18769.14        15827.11        34596.25
     1924       77             20654.39        16191.86        36846.25
     1924       78             23028.95        17163.03        40191.98
     1924       79             16528.38        12855.85        29384.23
     1924       80             22403.40        14516.95        36920.35
     1924       81             18653.15        11924.83        30577.98
     1924       82             16670.25        10242.91        26913.16
     1924       83             14627.68         8915.73        23543.41
     1924       84             12161.52         7428.30        19589.82
     1924       85              9347.89         5292.52        14640.41
     1924       86              7483.01         3900.09        11383.10
     1924       87              5983.49         3010.00         8993.49
     1924       88              4751.55         2288.31         7039.86
     1924       89              3846.52         1733.46         5579.98
     1924       90              2918.13         1246.54         4164.67
     1924       91              2130.16          908.72         3038.88
     1924       92              1729.38          729.28         2458.66
     1924       93              1421.59          565.34         1986.93
     1924       94              1146.49          440.45         1586.94
     1924       95               836.43          301.21         1137.64
     1924       96               592.85          189.66          782.51
     1924       97               397.48          119.17          516.65
     1924       98               264.43           70.82          335.25
     1924       99               160.62           44.47          205.09
     1924      100                95.36           26.56          121.92
     1924      101                57.50           17.21           74.71
     1924      102                36.34            9.14           45.48
     1924      103                23.53            5.96           29.49
     1924      104                14.10            3.07           17.17
     1924      105                 6.99            1.20            8.19
     1924      106                 3.29            0.29            3.58
     1924      107                 1.78            0.00            1.78
     1924      108                 0.81            0.00            0.81
     1924      109                 0.24            0.00            0.24
     1924      110+                0.00            0.00            0.00
     1925        0            287033.42       307422.38       594455.80
     1925        1            268156.29       285251.16       553407.45
     1925        2            256101.76       272146.63       528248.39
     1925        3            243098.74       258382.36       501481.10
     1925        4            206494.29       209076.96       415571.25
     1925        5            206020.82       209177.44       415198.26
     1925        6            226603.99       228846.35       455450.34
     1925        7            217655.67       217349.12       435004.79
     1925        8            221369.85       222267.41       443637.26
     1925        9            220563.07       221844.82       442407.89
     1925       10            228483.60       226051.80       454535.40
     1925       11            224338.91       225751.05       450089.96
     1925       12            242682.58       242646.93       485329.51
     1925       13            217933.28       217594.17       435527.45
     1925       14            250298.11       240497.28       490795.39
     1925       15            206034.23       212396.48       418430.71
     1925       16            236557.69       236845.44       473403.13
     1925       17            215515.05       214172.07       429687.12
     1925       18            222863.56       216206.66       439070.22
     1925       19            218081.14       208078.46       426159.60
     1925       20            213822.72       201673.79       415496.51
     1925       21            204105.70       197834.14       401939.84
     1925       22            221993.01       203950.18       425943.19
     1925       23            176123.34       163995.24       340118.58
     1925       24            240587.80       203968.17       444555.97
     1925       25            149484.87       148390.35       297875.22
     1925       26            178829.27       171178.37       350007.64
     1925       27            166086.13       160364.26       326450.39
     1925       28            177175.17       159783.89       336959.06
     1925       29            177136.25       161623.59       338759.84
     1925       30            169027.47       149053.44       318080.91
     1925       31            150352.89       139622.46       289975.35
     1925       32            171290.47       153564.15       324854.62
     1925       33            128741.67       122020.77       250762.44
     1925       34            219087.85       189913.51       409001.36
     1925       35            112717.77       111341.13       224058.90
     1925       36            147418.47       142605.71       290024.18
     1925       37            127510.88       121961.74       249472.62
     1925       38            134851.83       121157.64       256009.47
     1925       39            145008.13       135633.14       280641.27
     1925       40            132898.84       120274.39       253173.23
     1925       41            110836.84       103954.04       214790.88
     1925       42            134747.24       121858.15       256605.39
     1925       43            104087.95       100070.77       204158.72
     1925       44            209029.81       185195.03       394224.84
     1925       45             90562.59        88314.69       178877.28
     1925       46            122255.80       114332.02       236587.82
     1925       47            101296.62        95087.70       196384.32
     1925       48            118618.22       102184.76       220802.98
     1925       49            125815.70       115338.21       241153.91
     1925       50            114442.91        99667.84       214110.75
     1925       51             91229.86        83835.03       175064.89
     1925       52            112258.43        99916.52       212174.95
     1925       53             80393.42        77673.80       158067.22
     1925       54            180628.51       153163.82       333792.33
     1925       55             68394.08        66269.62       134663.70
     1925       56             90222.80        83683.70       173906.50
     1925       57             74862.13        71532.74       146394.87
     1925       58             88573.32        79631.99       168205.31
     1925       59             98036.95        91355.64       189392.59
     1925       60             85557.81        77137.65       162695.46
     1925       61             66647.67        61965.18       128612.85
     1925       62             79422.29        70574.48       149996.77
     1925       63             57361.47        55139.24       112500.71
     1925       64            144277.04       112902.00       257179.04
     1925       65             48074.76        46588.02        94662.78
     1925       66             60404.67        54499.99       114904.66
     1925       67             48822.65        44309.27        93131.92
     1925       68             55100.80        45972.47       101073.27
     1925       69             60200.72        50720.01       110920.73
     1925       70             50712.90        42930.39        93643.29
     1925       71             36883.28        32598.29        69481.57
     1925       72             41722.08        34911.21        76633.29
     1925       73             27311.01        23208.58        50519.59
     1925       74             71236.26        50622.01       121858.27
     1925       75             21011.59        17982.56        38994.15
     1925       76             24100.76        19220.17        43320.93
     1925       77             17291.22        13970.16        31261.38
     1925       78             18846.83        14119.15        32965.98
     1925       79             20953.90        15011.68        35965.58
     1925       80             23031.57        14710.40        37741.97
     1925       81             19194.20        12165.55        31359.75
     1925       82             16807.91        10468.07        27275.98
     1925       83             14673.73         8697.94        23371.67
     1925       84             12771.81         7380.89        20152.70
     1925       85             10118.56         5832.08        15950.64
     1925       86              7690.99         4105.20        11796.19
     1925       87              6208.66         3045.49         9254.15
     1925       88              4940.96         2325.14         7266.10
     1925       89              3942.27         1763.26         5705.53
