Year,Sex,Age,Exposure,M
1970,female,0,180000,0.015389
1970,female,1,186891.19,0.004465
1970,female,2,183318.89,0.003064
1970,female,3,187248.19,0.001928
1970,female,4,195642.37,0.001189
1970,female,5,199660.19,8.33e-4
1970,female,6,204460.35,5.99e-4
1970,female,7,204736.05,4.44e-4
1970,female,8,203450.84,3.54e-4
1970,female,9,201358.02,3.24e-4
1970,female,10,198020.15,3.49e-4
1970,female,11,195873.91,3.89e-4
1970,female,12,190357.63,4.43e-4
1970,female,13,187268.06,5.01e-4
1970,female,14,187762.72,5.56e-4
1970,female,15,181262.19,6.37e-4
1970,female,16,173436.09,7.1e-4
1970,female,17,169210.63,7.5e-4
1970,female,18,168965.6,7.49e-4
1970,female,19,157959.29,7.73e-4
1970,female,20,140110.02,8.17e-4
1970,female,21,125019.24,8.61e-4
1970,female,22,108518.92,9.43e-4
1970,female,23,93244.8,0.001059
1970,female,24,80941.02,0.001196
1970,female,25,84272.96,0.001147
1970,female,26,91883.53,0.001073
1970,female,27,92255.59,0.001115
1970,female,28,92478.44,0.001184
1970,female,29,94018.34,0.001259
1970,female,30,93826.63,0.001373
1970,female,31,90003.03,0.001528
1970,female,32,86732.74,0.001658
1970,female,33,85686.78,0.001724
1970,female,34,85926.58,0.001735
1970,female,35,83891.99,0.001773
1970,female,36,78869.08,0.001894
1970,female,37,76620.57,0.001978
1970,female,38,76312.5,0.002037
1970,female,39,74996.74,0.002145
1970,female,40,72164.67,0.002325
1970,female,41,70111.41,0.002498
1970,female,42,67688.91,0.0027
1970,female,43,64398.14,0.00296
1970,female,44,62009.16,0.003205
1970,female,45,58251.62,0.003556
1970,female,46,55328.07,0.003906
1970,female,47,55158.73,0.004091
1970,female,48,55533.41,0.004244
1970,female,49,51066.95,0.004824
1970,female,50,44647.89,0.005763
1970,female,51,41948.4,0.00638
1970,female,52,42227.91,0.006562
1970,female,53,40543.91,0.007045
1970,female,54,37128.36,0.0079
1970,female,55,36666.43,0.008218
1970,female,56,36732.03,0.008564
1970,female,57,35602.71,0.00939
1970,female,58,34972.16,0.01031
1970,female,59,33332.65,0.011797
1970,female,60,31005.94,0.013876
1970,female,61,28348.4,0.016326
1970,female,62,26098.53,0.018729
1970,female,63,24968.41,0.020353
1970,female,64,23620.59,0.022055
1970,female,65,21544.69,0.024539
1970,female,66,19142.01,0.02808
1970,female,67,18646.09,0.029441
1970,female,68,17815.33,0.031605
1970,female,69,16316.93,0.035534
1970,female,70,15122.17,0.039528
1970,female,71,14559.41,0.04197
1970,female,72,13125.65,0.047105
1970,female,73,9983.6,0.062044
1970,female,74,9335.16,0.065824
1970,female,75,9103.85,0.066305
1970,female,76,7805.22,0.075285
1970,female,77,7555.33,0.074993
1970,female,78,6855.04,0.078859
1970,female,79,5501.5,0.092624
1970,female,80,4796.46,0.106036
1970,female,81,4266.52,0.112569
1970,female,82,3744.75,0.119989
1970,female,83,3198.6,0.130142
1970,female,84,2675.52,0.142642
1970,female,85,2242.86,0.154307
1970,female,86,1858.72,0.166916
1970,female,87,1508.52,0.182138
1970,female,88,1217.61,0.197312
1970,female,89,974.15,0.212792
1970,female,90,762.88,0.231203
1970,female,91,592.11,0.249769
1970,female,92,456.49,0.267561
1970,female,93,347.61,0.285665
1970,female,94,261.11,0.304167
1970,female,95,193.39,0.32298
1970,female,96,141.23,0.341783
1970,female,97,101.73,0.360071
1970,female,98,71.83,0.379898
1970,female,99,49.57,0.40269
1970,female,100,33.78,0.42394
1970,female,101,22.87,0.440283
1970,female,102,15.21,0.456429
1970,female,103,9.8,0.478409
1970,female,104,6.26,0.496805
1970,female,105,3.78,0.531981
1970,female,106,2.04,0.626427
1970,female,107,0.83,0.967742
1970,female,108,0.05,6
1970,female,109,0,NA
1970,female,110,0,NA
1970,male,0,191022.12,0.017778
1970,male,1,196807.94,0.005076
1970,male,2,193510.86,0.003464
1970,male,3,199309.06,0.00217
1970,male,4,208010.19,0.001372
1970,male,5,209336.4,0.00103
1970,male,6,213376.19,7.98e-4
1970,male,7,215536.01,6.29e-4
1970,male,8,213250.1,5.26e-4
1970,male,9,212210.04,4.69e-4
1970,male,10,211276.5,4.59e-4
1970,male,11,205158.12,4.98e-4
1970,male,12,197235.97,5.8e-4
1970,male,13,196380.85,6.8e-4
1970,male,14,199361.48,8.01e-4
1970,male,15,193130.71,9.85e-4
1970,male,16,183524.35,0.001169
1970,male,17,178331.07,0.00129
1970,male,18,178197.19,0.00133
1970,male,19,165205.28,0.001424
1970,male,20,144174.65,0.00157
1970,male,21,129518.93,0.001676
1970,male,22,115254.29,0.001814
1970,male,23,98397.49,0.002057
1970,male,24,83804.42,0.002351
1970,male,25,85996.13,0.002247
1970,male,26,94062.92,0.00204
1970,male,27,94666.49,0.002041
1970,male,28,93608.54,0.002109
1970,male,29,94737.13,0.002156
1970,male,30,93969.87,0.002272
1970,male,31,90299.24,0.002472
1970,male,32,86273.82,0.0027
1970,male,33,84670.76,0.002867
1970,male,34,85160.21,0.002967
1970,male,35,86074.04,0.003057
1970,male,36,87608.84,0.0031580000000000002
1970,male,37,89810.34,0.003271
1970,male,38,94691.35,0.003322
1970,male,39,100421.83,0.003374
1970,male,40,101561.25,0.003604
1970,male,41,99822.34,0.003938
1970,male,42,99193.15,0.004228
1970,male,43,97180.61,0.004578
1970,male,44,94374.44,0.004976
1970,male,45,89239.65,0.005526
1970,male,46,81353,0.006324
1970,male,47,77345.47,0.006893
1970,male,48,77383.8,0.007099
1970,male,49,73152.51,0.007695
1970,male,50,64306.4,0.008937
1970,male,51,58417.9,0.010063
1970,male,52,55605.05,0.010848
1970,male,53,53405.49,0.011624
1970,male,54,50370.58,0.012716
1970,male,55,48917.62,0.013546
1970,male,56,47965.65,0.014347
1970,male,57,48204.77,0.014882
1970,male,58,44047.12,0.017031
1970,male,59,36929.33,0.021301
1970,male,60,35125.46,0.023471
1970,male,61,31670.65,0.026975
1970,male,62,29037.08,0.0301
1970,male,63,27603.13,0.032007
1970,male,64,25145.66,0.035106
1970,male,65,22605.68,0.038632
1970,male,66,19373.64,0.044446
1970,male,67,17860.31,0.047452
1970,male,68,16444.48,0.050633
1970,male,69,14586.84,0.055972
1970,male,70,12664.75,0.063014
1970,male,71,11440.41,0.067636
1970,male,72,10493.16,0.070785
1970,male,73,8647.77,0.081522
1970,male,74,7518.11,0.087847
1970,male,75,6365.32,0.095932
1970,male,76,5265.24,0.10666
1970,male,77,4611.24,0.111632
1970,male,78,3800.22,0.123724
1970,male,79,3295.1,0.129838
1970,male,80,2884.34,0.136873
1970,male,81,2458.12,0.142727
1970,male,82,2091.27,0.147542
1970,male,83,1694.53,0.158404
1970,male,84,1347.64,0.171322
1970,male,85,1091.44,0.179809
1970,male,86,876.5,0.18802
1970,male,87,683.84,0.199798
1970,male,88,517.83,0.215902
1970,male,89,388.53,0.232288
1970,male,90,290.63,0.247153
1970,male,91,215.09,0.261979
1970,male,92,156.99,0.277403
1970,male,93,112.84,0.29377
1970,male,94,79.89,0.31094
1970,male,95,55.6,0.329686
1970,male,96,37.49,0.354526
1970,male,97,24.51,0.386755
1970,male,98,15.99,0.41651
1970,male,99,10.6,0.432951
1970,male,100,6.97,0.446091
1970,male,101,4.32,0.479722
1970,male,102,2.35,0.579134
1970,male,103,0.92,0.954792
1970,male,104,0.05,6
1970,male,105,0,NA
1970,male,106,0,NA
1970,male,107,0,NA
1970,male,108,0,NA
1970,male,109,0,NA
1970,male,110,0,NA
1970,total,0,371022.12,0.016619
1970,total,1,383699.13,0.004778
1970,total,2,376829.75,0.00327
1970,total,3,386557.25,0.002053
1970,total,4,403652.55,0.001283
1970,total,5,408996.59,9.34e-4
1970,total,6,417836.54,7e-4
1970,total,7,420272.06,5.39e-4
1970,total,8,416700.95,4.42e-4
1970,total,9,413568.06,3.98e-4
1970,total,10,409296.65,4.06e-4
1970,total,11,401032.03,4.45e-4
1970,total,12,387593.6,5.13e-4
1970,total,13,383648.91,5.93e-4
1970,total,14,387124.2,6.82e-4
1970,total,15,374392.9,8.16e-4
1970,total,16,356960.44,9.46e-4
1970,total,17,347541.7,0.001027
1970,total,18,347162.79,0.001047
1970,total,19,323164.57,0.001105
1970,total,20,284284.66,0.001199
1970,total,21,254538.17,0.001276
1970,total,22,223773.21,0.001392
1970,total,23,191642.29,0.001572
1970,total,24,164745.43,0.001784
1970,total,25,170269.09,0.001702
1970,total,26,185946.45,0.001562
1970,total,27,186922.08,0.001584
1970,total,28,186086.97,0.001649
1970,total,29,188755.47,0.00171
1970,total,30,187796.5,0.001823
1970,total,31,180302.26,0.002001
1970,total,32,173006.56,0.002178
1970,total,33,170357.54,0.002292
1970,total,34,171086.79,0.002348
1970,total,35,169966.03,0.002424
1970,total,36,166477.92,0.002559
1970,total,37,166430.91,0.002676
1970,total,38,171003.85,0.002748
1970,total,39,175418.58,0.002849
1970,total,40,173725.92,0.003073
1970,total,41,169933.75,0.003344
1970,total,42,166882.06,0.003608
1970,total,43,161578.76,0.003933
1970,total,44,156383.6,0.004274
1970,total,45,147491.27,0.004748
1970,total,46,136681.07,0.005345
1970,total,47,132504.2,0.005727
1970,total,48,132917.21,0.005906
1970,total,49,124219.46,0.006515
1970,total,50,108954.29,0.007636
1970,total,51,100366.3,0.008524
1970,total,52,97832.96,0.008998
1970,total,53,93949.4,0.009648
1970,total,54,87498.94,0.010672
1970,total,55,85584.05,0.011263
1970,total,56,84697.67,0.011839
1970,total,57,83807.48,0.012549
1970,total,58,79019.27,0.014056
1970,total,59,70261.98,0.016793
1970,total,60,66131.4,0.018973
1970,total,61,60019.05,0.021945
1970,total,62,55135.61,0.024717
1970,total,63,52571.54,0.026472
1970,total,64,48766.25,0.028785
1970,total,65,44150.37,0.031755
1970,total,66,38515.65,0.036312
1970,total,67,36506.39,0.038253
1970,total,68,34259.81,0.040739
1970,total,69,30903.77,0.045181
1970,total,70,27786.92,0.050232
1970,total,71,25999.82,0.053263
1970,total,72,23618.82,0.057625
1970,total,73,18631.37,0.071084
1970,total,74,16853.27,0.075648
1970,total,75,15469.17,0.078496
1970,total,76,13070.47,0.087924
1970,total,77,12166.56,0.08888
1970,total,78,10655.26,0.09486
1970,total,79,8796.6,0.106564
1970,total,80,7680.81,0.117617
1970,total,81,6724.64,0.123593
1970,total,82,5836.03,0.129862
1970,total,83,4893.12,0.139929
1970,total,84,4023.15,0.152249
1970,total,85,3334.3,0.162655
1970,total,86,2735.22,0.173679
1970,total,87,2192.36,0.187647
1970,total,88,1735.44,0.202859
1970,total,89,1362.67,0.21835
1970,total,90,1053.51,0.235603
1970,total,91,807.2,0.253023
1970,total,92,613.49,0.27008
1970,total,93,460.45,0.287651
1970,total,94,340.99,0.305754
1970,total,95,248.99,0.324477
1970,total,96,178.72,0.344456
1970,total,97,126.24,0.365252
1970,total,98,87.82,0.386564
1970,total,99,60.17,0.408022
1970,total,100,40.75,0.42773
1970,total,101,27.19,0.446542
1970,total,102,17.55,0.472845
1970,total,103,10.73,0.519347
1970,total,104,6.31,0.541854
1970,total,105,3.78,0.531981
1970,total,106,2.04,0.626427
1970,total,107,0.83,0.967742
1970,total,108,0.05,6
1970,total,109,0,NA
1970,total,110,0,NA
1971,female,0,177566.7,0.014034
1971,female,1,180645.41,0.00563
1971,female,2,186456.32,0.002531
1971,female,3,183004.18,0.00129
1971,female,4,187011.69,9.36e-4
1971,female,5,195301.39,7.13e-4
1971,female,6,199017.88,5.66e-4
1971,female,7,203415.46,4.51e-4
1971,female,8,203821.43,3.75e-4
1971,female,9,202473.81,3.3e-4
1971,female,10,200263.85,3.13e-4
1971,female,11,197152.69,3.19e-4
1971,female,12,195395.38,3.45e-4
1971,female,13,189400.66,4.02e-4
1971,female,14,186409.04,4.77e-4
1971,female,15,187270,5.58e-4
1971,female,16,180636.8,6.45e-4
1971,female,17,173097.26,7.12e-4
1971,female,18,168784.67,7.41e-4
1971,female,19,168653.53,7.22e-4
1971,female,20,157680.25,7.25e-4
1971,female,21,139603.45,7.68e-4
1971,female,22,124705.49,8.14e-4
1971,female,23,108639.58,8.93e-4
1971,female,24,93425.33,0.001004
1971,female,25,80934.48,0.001138
1971,female,26,84215.99,0.001092
1971,female,27,91672.92,0.00102
1971,female,28,92226.94,0.001049
1971,female,29,92371.74,0.001102
1971,female,30,94030.56,0.00115
1971,female,31,93658.87,0.001226
1971,female,32,89765.42,0.001354
1971,female,33,86482.33,0.001484
1971,female,34,85633.64,0.001577
1971,female,35,85392.03,0.001662
1971,female,36,83268.24,0.001787
1971,female,37,78471.91,0.001986
1971,female,38,76422.54,0.002134
1971,female,39,75847.16,0.002247
1971,female,40,74720.35,0.002382
1971,female,41,71782.21,0.002589
1971,female,42,69927.17,0.002777
1971,female,43,67228.3,0.003018
1971,female,44,64125.65,0.003307
1971,female,45,61845.76,0.003583
1971,female,46,57973.01,0.003986
1971,female,47,55135.65,0.004362
1971,female,48,54804.84,0.004558
1971,female,49,55111,0.004701
1971,female,50,50604.73,0.005303
1971,female,51,44494.74,0.006252
1971,female,52,41835.64,0.006901
1971,female,53,42005.77,0.00714
1971,female,54,40088.58,0.007778
1971,female,55,36805.7,0.008825
1971,female,56,36581.62,0.009312
1971,female,57,36523.98,0.009849
1971,female,58,35344,0.010811
1971,female,59,34812.44,0.011713
1971,female,60,32906,0.013234
1971,female,61,30695.55,0.015002
1971,female,62,27908.35,0.017259
1971,female,63,25799.23,0.01934
1971,female,64,24600.39,0.020828
1971,female,65,23250.34,0.022505
1971,female,66,21215.8,0.025304
1971,female,67,18787.17,0.029516
1971,female,68,18195.32,0.031672
1971,female,69,17267.07,0.034869
1971,female,70,15847.87,0.039711
1971,female,71,14580.72,0.0444
1971,female,72,13955.09,0.046837
1971,female,73,12464.21,0.051991
1971,female,74,9437.17,0.066823
1971,female,75,8952.8,0.067387
1971,female,76,8477.65,0.067672
1971,female,77,7290.66,0.074583
1971,female,78,7022.93,0.073112
1971,female,79,6267.96,0.077027
1971,female,80,4943.33,0.10479
1971,female,81,4296.11,0.114397
1971,female,82,3796.05,0.1212
1971,female,83,3306.56,0.129001
1971,female,84,2794.54,0.140066
1971,female,85,2306.87,0.154027
1971,female,86,1910.25,0.166942
1971,female,87,1562.12,0.181043
1971,female,88,1247.29,0.198559
1971,female,89,990.48,0.216108
1971,female,90,779.31,0.234142
1971,female,91,598.11,0.256358
1971,female,92,454.8,0.279068
1971,female,93,343.82,0.300889
1971,female,94,256.6,0.323305
1971,female,95,188.8,0.34661
1971,female,96,136.91,0.370458
1971,female,97,97.89,0.39462
1971,female,98,69.07,0.418292
1971,female,99,47.67,0.444918
1971,female,100,32.02,0.476889
1971,female,101,21.29,0.50646
1971,female,102,14.15,0.527977
1971,female,103,9.24,0.548998
1971,female,104,5.8,0.581201
1971,female,105,3.63,0.606897
1971,female,106,2.09,0.670927
1971,female,107,0.97,0.90566
1971,female,108,0.21,1.463415
1971,female,109,0,NA
1971,female,110,0,NA
1971,male,0,188983.55,0.016282
1971,male,1,191444.26,0.005652
1971,male,2,196429.52,0.002978
1971,male,3,193332.59,0.001567
1971,male,4,199124.37,0.00105
1971,male,5,207326.19,8.7e-4
1971,male,6,208528.35,7.86e-4
1971,male,7,212715.99,6.97e-4
1971,male,8,214670.9,6.22e-4
1971,male,9,212237.58,5.64e-4
1971,male,10,211552.92,5.1e-4
1971,male,11,210077.77,4.89e-4
1971,male,12,204292.41,5.18e-4
1971,male,13,196622.72,5.94e-4
1971,male,14,195574.34,6.94e-4
1971,male,15,198653.14,8.09e-4
1971,male,16,192013.29,9.55e-4
1971,male,17,182775.75,0.001103
1971,male,18,177727.86,0.001212
1971,male,19,177698.86,0.001266
1971,male,20,164594.17,0.001398
1971,male,21,143905.34,0.001609
1971,male,22,129737.75,0.001768
1971,male,23,115400.75,0.001938
1971,male,24,98298.37,0.002179
1971,male,25,83965.86,0.002413
1971,male,26,86072.28,0.002257
1971,male,27,94346.78,0.002021
1971,male,28,94806.17,0.002023
1971,male,29,93922.68,0.002104
1971,male,30,95203.65,0.002177
1971,male,31,94229.91,0.002301
1971,male,32,90393.87,0.002494
1971,male,33,86347.43,0.002698
1971,male,34,85185.13,0.002812
1971,male,35,85191.15,0.00289
1971,male,36,86079.3,0.002995
1971,male,37,87452.95,0.00315
1971,male,38,89531.5,0.003343
1971,male,39,94516.19,0.003483
1971,male,40,100163.58,0.003627
1971,male,41,101440.27,0.003892
1971,male,42,99792.94,0.004227
1971,male,43,99253.59,0.004478
1971,male,44,96865.86,0.004775
1971,male,45,94354.55,0.005057
1971,male,46,88979.13,0.005534
1971,male,47,81063.61,0.00628
1971,male,48,77204.03,0.00683
1971,male,49,77406.66,0.007067
1971,male,50,72822.56,0.007806
1971,male,51,63908,0.009265
1971,male,52,58183.4,0.010622
1971,male,53,55305.1,0.011687
1971,male,54,53089.25,0.012752
1971,male,55,49710.81,0.014268
1971,male,56,48483.81,0.015267
1971,male,57,47466.56,0.016199
1971,male,58,47730.51,0.016668
1971,male,59,43647.07,0.018788
1971,male,60,36230.99,0.023238
1971,male,61,34449.63,0.024944
1971,male,62,30864.07,0.028241
1971,male,63,28395.34,0.030953
1971,male,64,26762.46,0.032927
1971,male,65,24371.67,0.036062
1971,male,66,21823.04,0.04003
1971,male,67,18642.37,0.04644
1971,male,68,17201.78,0.049725
1971,male,69,15688.05,0.053699
1971,male,70,13870.46,0.059562
1971,male,71,11966.26,0.067129
1971,male,72,10817.38,0.071459
1971,male,73,9775.82,0.075218
1971,male,74,7951.18,0.08681
1971,male,75,6923.77,0.092338
1971,male,76,5783.83,0.10181
1971,male,77,4772.23,0.113236
1971,male,78,4130.83,0.119574
1971,male,79,3372.95,0.133266
1971,male,80,3019.16,0.137419
1971,male,81,2499.14,0.149756
1971,male,82,2117.99,0.15492
1971,male,83,1794.31,0.158401
1971,male,84,1438.25,0.169039
1971,male,85,1129.16,0.18179
1971,male,86,907.52,0.188381
1971,male,87,723.71,0.193988
1971,male,88,558.61,0.203361
1971,male,89,416.63,0.217342
1971,male,90,307.92,0.230774
1971,male,91,227.38,0.241316
1971,male,92,166.22,0.250689
1971,male,93,119.82,0.259723
1971,male,94,85.02,0.268632
1971,male,95,59.4,0.277081
1971,male,96,40.77,0.285738
1971,male,97,26.94,0.301095
1971,male,98,17.13,0.323504
1971,male,99,10.91,0.339035
1971,male,100,7.17,0.340149
1971,male,101,4.7,0.334161
1971,male,102,2.83,0.349412
1971,male,103,1.39,0.444976
1971,male,104,0.42,0
1971,male,105,0,NA
1971,male,106,0,NA
1971,male,107,0,NA
1971,male,108,0,NA
1971,male,109,0,NA
1971,male,110,0,NA
1971,total,0,366550.25,0.015193
1971,total,1,372089.67,0.005641
1971,total,2,382885.84,0.002761
1971,total,3,376336.77,0.001432
1971,total,4,386136.06,9.94e-4
1971,total,5,402627.58,7.94e-4
1971,total,6,407546.23,6.79e-4
1971,total,7,416131.44,5.77e-4
1971,total,8,418492.33,5.02e-4
1971,total,9,414711.39,4.5e-4
1971,total,10,411816.77,4.14e-4
1971,total,11,407230.46,4.07e-4
1971,total,12,399687.79,4.33e-4
1971,total,13,386023.38,5e-4
1971,total,14,381983.38,5.88e-4
1971,total,15,385923.15,6.87e-4
1971,total,16,372650.08,8.04e-4
1971,total,17,355873.01,9.13e-4
1971,total,18,346512.53,9.83e-4
1971,total,19,346352.39,0.001001
1971,total,20,322274.42,0.001069
1971,total,21,283508.79,0.001195
1971,total,22,254443.25,0.001301
1971,total,23,224040.33,0.001431
1971,total,24,191723.71,0.001607
1971,total,25,164900.34,0.001787
1971,total,26,170288.27,0.001681
1971,total,27,186019.7,0.001528
1971,total,28,187033.1,0.001543
1971,total,29,186294.42,0.001607
1971,total,30,189234.21,0.001667
1971,total,31,187888.78,0.001765
1971,total,32,180159.3,0.001926
1971,total,33,172829.76,0.00209
1971,total,34,170818.77,0.002193
1971,total,35,170583.18,0.002275
1971,total,36,169347.54,0.002401
1971,total,37,165924.85,0.0026
1971,total,38,165954.04,0.002786
1971,total,39,170363.35,0.002932
1971,total,40,174883.93,0.003095
1971,total,41,173222.48,0.003352
1971,total,42,169720.1,0.00363
1971,total,43,166481.89,0.003888
1971,total,44,160991.51,0.00419
1971,total,45,156200.31,0.004473
1971,total,46,146952.14,0.004923
1971,total,47,136199.26,0.005503
1971,total,48,132008.86,0.005887
1971,total,49,132517.66,0.006083
1971,total,50,123427.29,0.00678
1971,total,51,108402.74,0.008028
1971,total,52,100019.04,0.009066
1971,total,53,97310.87,0.009724
1971,total,54,93177.83,0.010612
1971,total,55,86516.51,0.011953
1971,total,56,85065.43,0.012706
1971,total,57,83990.54,0.013438
1971,total,58,83074.5,0.014176
1971,total,59,78459.51,0.015649
1971,total,60,69136.99,0.018477
1971,total,61,65145.18,0.02026
1971,total,62,58772.42,0.023026
1971,total,63,54194.57,0.025425
1971,total,64,51362.84,0.027132
1971,total,65,47622.01,0.029443
1971,total,66,43038.85,0.032771
1971,total,67,37429.54,0.037945
1971,total,68,35397.1,0.040445
1971,total,69,32955.13,0.043833
1971,total,70,29718.33,0.048976
1971,total,71,26546.97,0.054645
1971,total,72,24772.46,0.057589
1971,total,73,22240.03,0.062201
1971,total,74,17388.36,0.075962
1971,total,75,15876.57,0.078268
1971,total,76,14261.49,0.081517
1971,total,77,12062.89,0.089875
1971,total,78,11153.76,0.090319
1971,total,79,9640.91,0.096702
1971,total,80,7962.49,0.117162
1971,total,81,6795.25,0.127401
1971,total,82,5914.04,0.133276
1971,total,83,5100.87,0.139343
1971,total,84,4232.79,0.149911
1971,total,85,3436.03,0.16315
1971,total,86,2817.77,0.173847
1971,total,87,2285.82,0.185141
1971,total,88,1805.9,0.200044
1971,total,89,1407.1,0.216473
1971,total,90,1087.23,0.233188
1971,total,91,825.49,0.252215
1971,total,92,621.02,0.271472
1971,total,93,463.64,0.29025
1971,total,94,341.62,0.309698
1971,total,95,248.21,0.329969
1971,total,96,177.68,0.351018
1971,total,97,124.83,0.374439
1971,total,98,86.19,0.399459
1971,total,99,58.59,0.425194
1971,total,100,39.19,0.451863
1971,total,101,25.98,0.475305
1971,total,102,16.98,0.498184
1971,total,103,10.63,0.535361
1971,total,104,6.22,0.541946
1971,total,105,3.63,0.606897
1971,total,106,2.09,0.670927
1971,total,107,0.97,0.90566
1971,total,108,0.21,1.463415
1971,total,109,0,NA
1971,total,110,0,NA
1972,female,0,179102.55,0.013819
1972,female,1,178172.36,0.003222
1972,female,2,182172.49,0.00196
1972,female,3,186488.6,0.001346
1972,female,4,182902.27,8.47e-4
1972,female,5,186718.21,6.07e-4
1972,female,6,194515.04,4.76e-4
1972,female,7,197476.16,3.93e-4
1972,female,8,201564.37,3.39e-4
1972,female,9,202013.17,3.22e-4
1972,female,10,200473.14,3.33e-4
1972,female,11,198369.59,3.58e-4
1972,female,12,195877.98,3.93e-4
1972,female,13,194036.14,4.37e-4
1972,female,14,187669.86,5.03e-4
1972,female,15,185154.16,5.69e-4
1972,female,16,186259.67,6.17e-4
1972,female,17,179789.97,6.84e-4
1972,female,18,172454.54,7.49e-4
1972,female,19,168170.35,7.94e-4
1972,female,20,168179.14,8.09e-4
1972,female,21,156998.87,8.65e-4
1972,female,22,138879.04,9.53e-4
1972,female,23,124602.95,0.001012
1972,female,24,109028.93,0.00107
1972,female,25,93688.77,0.001127
1972,female,26,80963.78,0.001214
1972,female,27,84045.2,0.001142
1972,female,28,91534.94,0.001078
1972,female,29,92197.63,0.001155
1972,female,30,92389.76,0.001277
1972,female,31,93995.41,0.001364
1972,female,32,93380.23,0.001454
1972,female,33,89411.13,0.001575
1972,female,34,86317.62,0.001659
1972,female,35,85188.44,0.001687
1972,female,36,84380.01,0.001726
1972,female,37,82395.75,0.001818
1972,female,38,78027.45,0.002001
1972,female,39,75914.68,0.002169
1972,female,40,75265.88,0.002324
1972,female,41,74225.97,0.002494
1972,female,42,71386.26,0.00273
1972,female,43,69459.72,0.002939
1972,female,44,66681.9,0.003193
1972,female,45,63883.57,0.003463
1972,female,46,61606.06,0.003721
1972,female,47,57713.33,0.004107
1972,female,48,54810.89,0.004462
1972,female,49,54265.97,0.004642
1972,female,50,54472.68,0.004759
1972,female,51,50243.34,0.005328
1972,female,52,44495.04,0.006238
1972,female,53,41780.47,0.006914
1972,female,54,41611.6,0.007249
1972,female,55,39598.88,0.007977
1972,female,56,36700.24,0.009049
1972,female,57,36601.14,0.009572
1972,female,58,36387.02,0.010186
1972,female,59,35283.04,0.011138
1972,female,60,34616.26,0.012055
1972,female,61,32593.78,0.013603
1972,female,62,30399.19,0.015497
1972,female,63,27646.9,0.018105
1972,female,64,25625.86,0.020748
1972,female,65,24359.36,0.023119
1972,female,66,23049.17,0.025588
1972,female,67,21034.89,0.029009
1972,female,68,18495,0.033762
1972,female,69,17728.11,0.035673
1972,female,70,16807.24,0.037775
1972,female,71,15422.95,0.041138
1972,female,72,14046.62,0.044981
1972,female,73,13316.19,0.047082
1972,female,74,11887.51,0.052142
1972,female,75,9133.01,0.066859
1972,female,76,8550.86,0.070132
1972,female,77,7920.35,0.074137
1972,female,78,6797.88,0.084306
1972,female,79,6424.01,0.086771
1972,female,80,5260.73,0.102567
1972,female,81,4424.5,0.116908
1972,female,82,3804.31,0.128767
1972,female,83,3335.41,0.137138
1972,female,84,2880.57,0.145766
1972,female,85,2407.92,0.152526
1972,female,86,1963.74,0.168545
1972,female,87,1603.4,0.183915
1972,female,88,1290.99,0.201071
1972,female,89,1010.71,0.223259
1972,female,90,786.74,0.24604
1972,female,91,606.26,0.270163
1972,female,92,453.21,0.301428
1972,female,93,335.27,0.334831
1972,female,94,246.73,0.36814
1972,female,95,178.99,0.404097
1972,female,96,127.79,0.443239
1972,female,97,89.76,0.485842
1972,female,98,62.09,0.531368
1972,female,99,42.36,0.578589
1972,female,100,28.12,0.636277
1972,female,101,17.97,0.712166
1972,female,102,11.39,0.789635
1972,female,103,7.3,0.847558
1972,female,104,4.6,0.908696
1972,female,105,2.72,1.019007
1972,female,106,1.62,1.112255
1972,female,107,0.81,1.42562
1972,female,108,0.17,4.176471
1972,female,109,0,NA
1972,female,110,0,NA
1972,male,0,189664.88,0.01557
1972,male,1,189373.64,0.003517
1972,male,2,193037.98,0.002642
1972,male,3,196760.83,0.001581
1972,male,4,193516.9,9.61e-4
1972,male,5,198601.94,7.98e-4
1972,male,6,206074.54,7.24e-4
1972,male,7,207246.64,6.73e-4
1972,male,8,211339.53,6.12e-4
1972,male,9,212915.91,5.57e-4
1972,male,10,210675.83,5.17e-4
1972,male,11,209798.33,5.05e-4
1972,male,12,208116.25,5.32e-4
1972,male,13,202922.48,6.1e-4
1972,male,14,195326.97,7.41e-4
1972,male,15,194206.13,8.84e-4
1972,male,16,196997.29,9.98e-4
1972,male,17,190341.36,0.001142
1972,male,18,181634.18,0.00129
1972,male,19,176848.59,0.001397
1972,male,20,176809.29,0.001444
1972,male,21,163924.98,0.00157
1972,male,22,144058.82,0.001756
1972,male,23,130303.85,0.001857
1972,male,24,115647.22,0.001941
1972,male,25,98560.47,0.002058
1972,male,26,84404.19,0.002223
1972,male,27,86631.99,0.002093
1972,male,28,94969.15,0.001936
1972,male,29,95458.2,0.002046
1972,male,30,94903.59,0.002248
1972,male,31,96134.8,0.002386
1972,male,32,94796.2,0.002543
1972,male,33,90784.08,0.002737
1972,male,34,87168.06,0.002887
1972,male,35,85975.14,0.002937
1972,male,36,85484.19,0.003039
1972,male,37,86198.79,0.003197
1972,male,38,87301.4,0.003433
1972,male,39,89379.31,0.003719
1972,male,40,94405.33,0.003934
1972,male,41,100126.94,0.004079
1972,male,42,101660.04,0.004341
1972,male,43,100218.79,0.004691
1972,male,44,99422.05,0.004977
1972,male,45,96974.18,0.00532
1972,male,46,94537.41,0.005662
