Year    Age        ASFR
1995     18     0.01033
1995     19     0.01400
1995     20     0.01742
1995     21     0.02087
1995     22     0.02529
1995     23     0.03235
1995     24     0.04246
1995     25     0.05496
1995     26     0.06846
1995     27     0.08124
1995     28     0.09198
1995     29     0.09818
1995     30     0.10021
1995     31     0.09341
1995     32     0.08330
1995     33     0.07213
1995     34     0.05924
1995     35     0.04862
1995     36     0.03770
1995     37     0.02820
1995     38     0.02115
1995     39     0.01429
1995     40     0.01050
1995     41     0.00660
1995     42     0.00412
1995     43     0.00245
1995     44     0.00124
1995     45     0.00076
1995     46     0.00030
1995     47     0.00011
1995     48     0.00004
1995     49     0.00004
1995     50     0.00001
1995     51     0.00000
1995     52     0.00001
1995     53     0.00001
1995     54     0.00001
1995     55+    0.00001
1996     12-    0.00000
1996     13     0.00004
1996     14     0.00032
1996     15     0.00121
1996     16     0.00352
1996     17     0.00676
1996     18     0.00998
1996     19     0.01313
1996     20     0.01617
1996     21     0.01887
1996     22     0.02355
1996     23     0.02930
1996     24     0.03764
1996     25     0.04900
1996     26     0.06356
1996     27     0.07671
1996     28     0.08878
1996     29     0.09731
1996     30     0.09872
1996     31     0.09481
1996     32     0.08625
1996     33     0.07459
1996     34     0.06298
1996     35     0.05040
1996     36     0.03999
1996     37     0.02971
1996     38     0.02182
1996     39     0.01518
1996     40     0.01059
1996     41     0.00681
1996     42     0.00418
1996     43     0.00241
1996     44     0.00130
1996     45     0.00064
1996     46     0.00027
1996     47     0.00015
1996     48     0.00007
1996     49     0.00002
1996     50     0.00000
1996     51     0.00002
1996     52     0.00000
1996     53     0.00000
1996     54     0.00000
1996     55+    0.00000
1997     12-    0.00000
1997     13     0.00003
1997     14     0.00029
1997     15     0.00134
1997     16     0.00344
1997     17     0.00705
1997     18     0.01050
1997     19     0.01383
1997     20     0.01645
1997     21     0.01905
1997     22     0.02166
1997     23     0.02772
1997     24     0.03510
1997     25     0.04534
1997     26     0.05871
1997     27     0.07213
1997     28     0.08545
1997     29     0.09644
1997     30     0.10141
1997     31     0.09671
1997     32     0.08823
1997     33     0.07925
1997     34     0.06749
1997     35     0.05489
1997     36     0.04298
1997     37     0.03217
1997     38     0.02296
1997     39     0.01693
1997     40     0.01149
1997     41     0.00720
1997     42     0.00435
1997     43     0.00250
1997     44     0.00126
1997     45     0.00071
1997     46     0.00029
1997     47     0.00012
1997     48     0.00006
1997     49     0.00004
1997     50     0.00000
1997     51     0.00000
1997     52     0.00001
1997     53     0.00000
1997     54     0.00001
1997     55+    0.00001
1998     12-    0.00000
1998     13     0.00006
1998     14     0.00034
1998     15     0.00138
1998     16     0.00348
1998     17     0.00685
1998     18     0.01067
1998     19     0.01399
1998     20     0.01597
1998     21     0.01780
1998     22     0.02105
1998     23     0.02596
1998     24     0.03286
1998     25     0.04221
1998     26     0.05327
1998     27     0.06738
1998     28     0.08016
1998     29     0.09148
1998     30     0.09684
1998     31     0.09454
1998     32     0.08869
1998     33     0.08066
1998     34     0.07122
1998     35     0.05685
1998     36     0.04536
1998     37     0.03360
1998     38     0.02478
1998     39     0.01766
1998     40     0.01162
1998     41     0.00735
1998     42     0.00461
1998     43     0.00243
1998     44     0.00132
1998     45     0.00060
1998     46     0.00032
1998     47     0.00015
1998     48     0.00007
1998     49     0.00003
1998     50     0.00001
1998     51     0.00000
1998     52     0.00002
1998     53     0.00000
1998     54     0.00000
1998     55+    0.00000
1999     12-    0.00002
1999     13     0.00006
1999     14     0.00030
1999     15     0.00161
1999     16     0.00382
1999     17     0.00740
1999     18     0.01153
1999     19     0.01530
1999     20     0.01724
1999     21     0.01925
1999     22     0.02182
1999     23     0.02584
1999     24     0.03206
1999     25     0.04121
1999     26     0.05227
1999     27     0.06495
1999     28     0.07892
1999     29     0.09155
1999     30     0.09916
1999     31     0.09846
1999     32     0.09300
1999     33     0.08443
1999     34     0.07396
1999     35     0.06241
1999     36     0.04889
1999     37     0.03694
1999     38     0.02711
1999     39     0.01974
1999     40     0.01284
1999     41     0.00833
1999     42     0.00485
1999     43     0.00296
1999     44     0.00145
1999     45     0.00071
1999     46     0.00030
1999     47     0.00021
1999     48     0.00012
1999     49     0.00006
1999     50     0.00003
1999     51     0.00001
1999     52     0.00000
1999     53     0.00002
1999     54     0.00000
1999     55+    0.00000
2000     12-    0.00000
2000     13     0.00008
2000     14     0.00038
2000     15     0.00176
2000     16     0.00428
2000     17     0.00772
2000     18     0.01191
2000     19     0.01612
2000     20     0.01872
2000     21     0.02097
2000     22     0.02374
2000     23     0.02661
2000     24     0.03217
2000     25     0.04086
2000     26     0.05182
2000     27     0.06562
2000     28     0.07945
2000     29     0.09336
2000     30     0.10051
2000     31     0.10147
2000     32     0.09797
2000     33     0.08955
2000     34     0.07893
2000     35     0.06582
2000     36     0.05342
2000     37     0.03996
2000     38     0.02924
2000     39     0.02096
2000     40     0.01409
2000     41     0.00842
2000     42     0.00513
2000     43     0.00298
2000     44     0.00161
2000     45     0.00084
2000     46     0.00039
2000     47     0.00021
2000     48     0.00008
2000     49     0.00007
2000     50     0.00002
2000     51     0.00002
2000     52     0.00001
2000     53     0.00001
2000     54     0.00001
2000     55+    0.00001
2001     12-    0.00002
2001     13     0.00004
2001     14     0.00046
2001     15     0.00191
2001     16     0.00465
2001     17     0.00854
2001     18     0.01349
2001     19     0.01759
2001     20     0.02053
2001     21     0.02271
2001     22     0.02512
2001     23     0.02813
2001     24     0.03311
2001     25     0.04104
2001     26     0.05058
2001     27     0.06365
2001     28     0.07710
2001     29     0.09001
2001     30     0.09964
2001     31     0.10123
2001     32     0.09826
2001     33     0.09187
2001     34     0.08117
2001     35     0.07007
2001     36     0.05572
2001     37     0.04250
2001     38     0.03132
2001     39     0.02211
2001     40     0.01503
2001     41     0.00952
2001     42     0.00567
2001     43     0.00319
2001     44     0.00175
2001     45     0.00090
2001     46     0.00043
2001     47     0.00021
2001     48     0.00011
2001     49     0.00011
2001     50     0.00005
2001     51     0.00002
2001     52     0.00001
2001     53     0.00001
2001     54     0.00002
2001     55+    0.00000
2002     12-    0.00000
2002     13     0.00010
2002     14     0.00046
2002     15     0.00185
2002     16     0.00507
2002     17     0.00884
2002     18     0.01349
2002     19     0.01821
2002     20     0.02192
2002     21     0.02388
2002     22     0.02717
2002     23     0.02977
2002     24     0.03439
2002     25     0.04156
2002     26     0.05010
2002     27     0.06221
2002     28     0.07622
2002     29     0.08811
2002     30     0.09878
2002     31     0.10147
2002     32     0.10071
2002     33     0.09307
2002     34     0.08363
2002     35     0.07226
2002     36     0.05770
2002     37     0.04451
2002     38     0.03347
2002     39     0.02348
2002     40     0.01603
2002     41     0.01002
2002     42     0.00639
2002     43     0.00311
2002     44     0.00187
2002     45     0.00101
2002     46     0.00039
2002     47     0.00023
2002     48     0.00017
2002     49     0.00008
2002     50     0.00006
2002     51     0.00002
2002     52     0.00003
2002     53     0.00002
2002     54     0.00000
2002     55+    0.00000
2003     12-    0.00000
2003     13     0.00012
2003     14     0.00067
2003     15     0.00213
2003     16     0.00499
2003     17     0.00933
2003     18     0.01495
2003     19     0.01961
2003     20     0.02250
2003     21     0.02519
2003     22     0.02771
2003     23     0.03147
2003     24     0.03564
2003     25     0.04270
2003     26     0.05061
2003     27     0.06273
2003     28     0.07559
2003     29     0.08932
2003     30     0.09952
2003     31     0.10406
2003     32     0.10297
2003     33     0.09693
2003     34     0.08803
2003     35     0.07550
2003     36     0.06190
2003     37     0.04742
2003     38     0.03563
2003     39     0.02602
2003     40     0.01730
2003     41     0.01108
2003     42     0.00655
2003     43     0.00375
2003     44     0.00201
2003     45     0.00107
2003     46     0.00041
2003     47     0.00026
2003     48     0.00017
2003     49     0.00010
2003     50     0.00006
2003     51     0.00004
2003     52     0.00001
2003     53     0.00001
2003     54     0.00000
2003     55+    0.00001
2004     12-    0.00000
2004     13     0.00006
2004     14     0.00059
2004     15     0.00194
2004     16     0.00524
2004     17     0.00972
2004     18     0.01501
2004     19     0.02019
2004     20     0.02407
2004     21     0.02699
2004     22     0.02927
2004     23     0.03204
2004     24     0.03750
2004     25     0.04356
2004     26     0.05070
2004     27     0.06117
2004     28     0.07444
2004     29     0.08543
2004     30     0.09841
2004     31     0.10305
2004     32     0.10371
2004     33     0.09803
2004     34     0.09163
2004     35     0.07781
2004     36     0.06393
2004     37     0.04913
2004     38     0.03719
2004     39     0.02734
2004     40     0.01850
2004     41     0.01139
2004     42     0.00681
2004     43     0.00397
2004     44     0.00212
2004     45     0.00101
2004     46     0.00055
2004     47     0.00026
2004     48     0.00012
2004     49     0.00011
2004     50     0.00006
2004     51     0.00006
2004     52     0.00002
2004     53     0.00002
2004     54     0.00000
2004     55+    0.00000
2005     12-    0.00000
2005     13     0.00014
2005     14     0.00058
2005     15     0.00220
2005     16     0.00538
2005     17     0.01033
2005     18     0.01617
2005     19     0.02135
2005     20     0.02448
2005     21     0.02689
2005     22     0.02959
2005     23     0.03321
2005     24     0.03712
2005     25     0.04367
2005     26     0.05110
2005     27     0.06146
2005     28     0.07155
2005     29     0.08464
2005     30     0.09636
2005     31     0.10379
2005     32     0.10453
2005     33     0.09985
2005     34     0.09234
2005     35     0.08112
2005     36     0.06555
2005     37     0.05110
2005     38     0.03864
2005     39     0.02829
2005     40     0.01897
2005     41     0.01257
2005     42     0.00752
2005     43     0.00409
2005     44     0.00238
2005     45     0.00123
2005     46     0.00055
2005     47     0.00025
2005     48     0.00018
2005     49     0.00009
2005     50     0.00011
2005     51     0.00005
2005     52     0.00002
2005     53     0.00002
2005     54     0.00002
2005     55+    0.00000
2006     12-    0.00000
2006     13     0.00011
2006     14     0.00067
2006     15     0.00215
2006     16     0.00596
2006     17     0.01087
2006     18     0.01707
2006     19     0.02247
2006     20     0.02691
2006     21     0.02911
2006     22     0.03157
2006     23     0.03434
2006     24     0.03909
2006     25     0.04530
2006     26     0.05346
2006     27     0.06087
2006     28     0.07329
2006     29     0.08466
2006     30     0.09551
2006     31     0.10176
2006     32     0.10383
2006     33     0.10045
2006     34     0.09421
2006     35     0.08378
2006     36     0.06909
2006     37     0.05313
2006     38     0.04053
2006     39     0.02986
2006     40     0.02053
2006     41     0.01265
2006     42     0.00804
2006     43     0.00482
2006     44     0.00261
2006     45     0.00155
2006     46     0.00091
2006     47     0.00035
2006     48     0.00025
2006     49     0.00014
2006     50     0.00008
2006     51     0.00003
2006     52     0.00004
2006     53     0.00001
2006     54     0.00001
2006     55+    0.00001
2007     12-    0.00001
2007     13     0.00010
2007     14     0.00058
2007     15     0.00240
2007     16     0.00605
2007     17     0.01203
2007     18     0.01772
2007     19     0.02459
2007     20     0.02859
2007     21     0.03154
2007     22     0.03411
2007     23     0.03695
2007     24     0.04088
2007     25     0.04687
2007     26     0.05359
2007     27     0.06188
2007     28     0.07166
2007     29     0.08266
2007     30     0.09336
2007     31     0.09894
2007     32     0.10093
2007     33     0.09882
2007     34     0.09293
2007     35     0.08494
2007     36     0.07235
2007     37     0.05531
2007     38     0.04113
2007     39     0.03080
2007     40     0.02141
2007     41     0.01358
2007     42     0.00829
2007     43     0.00491
2007     44     0.00298
2007     45     0.00177
2007     46     0.00093
2007     47     0.00050
2007     48     0.00024
2007     49     0.00013
2007     50     0.00010
2007     51     0.00004
2007     52     0.00004
2007     53     0.00001
2007     54     0.00002
2007     55+    0.00000
2008     12-    0.00001
2008     13     0.00009
2008     14     0.00075
2008     15     0.00247
2008     16     0.00609
2008     17     0.01140
2008     18     0.01901
2008     19     0.02601
2008     20     0.03135
2008     21     0.03437
2008     22     0.03752
2008     23     0.04034
2008     24     0.04479
2008     25     0.05002
2008     26     0.05789
2008     27     0.06499
2008     28     0.07488
2008     29     0.08422
2008     30     0.09556
2008     31     0.10091
2008     32     0.10314
2008     33     0.10123
2008     34     0.09720
2008     35     0.08769
2008     36     0.07467
2008     37     0.06059
2008     38     0.04546
2008     39     0.03320
2008     40     0.02304
2008     41     0.01502
2008     42     0.00953
2008     43     0.00523
2008     44     0.00335
2008     45     0.00158
2008     46     0.00095
2008     47     0.00054
2008     48     0.00032
2008     49     0.00019
2008     50     0.00017
2008     51     0.00007
2008     52     0.00004
2008     53     0.00003
2008     54     0.00002
2008     55+    0.00000
2009     12-    0.00001
2009     13     0.00005
2009     14     0.00054
2009     15     0.00219
2009     16     0.00552
2009     17     0.01022
2009     18     0.01652
2009     19     0.02345
2009     20     0.02833
2009     21     0.03186
2009     22     0.03475
2009     23     0.03696
2009     24     0.04133
2009     25     0.04673
2009     26     0.05200
2009     27     0.06041
2009     28     0.07082
2009     29     0.08119
2009     30     0.08883
2009     31     0.09618
2009     32     0.09736
2009     33     0.09740
2009     34     0.09335
2009     35     0.08493
2009     36     0.07302
2009     37     0.06067
2009     38     0.04717
2009     39     0.03514
2009     40     0.02346
2009     41     0.01578
2009     42     0.00948
2009     43     0.00579
2009     44     0.00328
2009     45     0.00197
2009     46     0.00102
2009     47     0.00062
2009     48     0.00040
2009     49     0.00021
2009     50     0.00016
2009     51     0.00007
2009     52     0.00003
2009     53     0.00001
2009     54     0.00001
2009     55+    0.00001
2010     12-    0.00001
2010     13     0.00005
2010     14     0.00057
2010     15     0.00189
2010     16     0.00481
2010     17     0.00904
2010     18     0.01542
2010     19     0.02060
2010     20     0.02714
2010     21     0.02966
2010     22     0.03299
2010     23     0.03729
2010     24     0.04082
2010     25     0.04592
2010     26     0.05105
2010     27     0.05926
2010     28     0.06929
2010     29     0.07859
2010     30     0.08915
2010     31     0.09384
2010     32     0.09842
2010     33     0.09635
2010     34     0.09406
2010     35     0.08564
2010     36     0.07529
2010     37     0.06049
2010     38     0.04819
2010     39     0.03741
2010     40     0.02601
2010     41     0.01593
2010     42     0.00983
2010     43     0.00601
2010     44     0.00341
2010     45     0.00201
2010     46     0.00109
2010     47     0.00054
2010     48     0.00034
2010     49     0.00027
2010     50     0.00020
2010     51     0.00004
2010     52     0.00004
2010     53     0.00003
2010     54     0.00003
2010     55+    0.00000
2011     12-    0.00003
2011     13     0.00015
2011     14     0.00052
2011     15     0.00201
2011     16     0.00453
2011     17     0.00841
2011     18     0.01307
2011     19     0.01836
2011     20     0.02315
2011     21     0.02664
2011     22     0.02996
2011     23     0.03391
2011     24     0.03862
2011     25     0.04310
2011     26     0.04915
2011     27     0.05648
2011     28     0.06666
2011     29     0.07825
2011     30     0.08563
2011     31     0.09409
2011     32     0.09663
2011     33     0.09687
2011     34     0.09360
2011     35     0.08704
2011     36     0.07587
2011     37     0.06314
2011     38     0.04915
2011     39     0.03793
2011     40     0.02747
2011     41     0.01755
2011     42     0.01067
2011     43     0.00603
2011     44     0.00342
2011     45     0.00185
2011     46     0.00105
2011     47     0.00059
2011     48     0.00030
2011     49     0.00026
2011     50     0.00016
2011     51     0.00006
2011     52     0.00003
2011     53     0.00001
2011     54     0.00003
2011     55+    0.00001
2012     12-    0.00001
2012     13     0.00006
2012     14     0.00062
2012     15     0.00181
2012     16     0.00435
2012     17     0.00814
2012     18     0.01264
2012     19     0.01719
2012     20     0.02167
2012     21     0.02548
2012     22     0.02917
2012     23     0.03288
2012     24     0.03635
2012     25     0.04219
2012     26     0.04895
2012     27     0.05588
2012     28     0.06464
2012     29     0.07437
2012     30     0.08454
2012     31     0.09143
2012     32     0.09600
2012     33     0.09420
2012     34     0.09211
2012     35     0.08644
2012     36     0.07485
2012     37     0.06244
2012     38     0.05039
2012     39     0.03786
2012     40     0.02852
2012     41     0.01905
2012     42     0.01193
2012     43     0.00641
2012     44     0.00386
2012     45     0.00214
2012     46     0.00118
2012     47     0.00056
2012     48     0.00033
2012     49     0.00024
2012     50     0.00019
2012     51     0.00008
2012     52     0.00006
2012     53     0.00002
2012     54     0.00002
2012     55+    0.00000
2013     12-    0.00000
2013     13     0.00009
2013     14     0.00057
2013     15     0.00189
2013     16     0.00409
2013     17     0.00767
2013     18     0.01160
2013     19     0.01645
2013     20     0.01976
2013     21     0.02278
2013     22     0.02658
2013     23     0.03050
2013     24     0.03448
2013     25     0.04114
2013     26     0.04663
2013     27     0.05392
2013     28     0.06245
2013     29     0.07207
2013     30     0.08103
2013     31     0.08807
2013     32     0.09232
2013     33     0.09171
2013     34     0.08792
2013     35     0.08274
2013     36     0.07300
2013     37     0.06097
2013     38     0.04937
2013     39     0.03799
2013     40     0.02834
2013     41     0.01949
2013     42     0.01259
2013     43     0.00702
2013     44     0.00402
2013     45     0.00207
2013     46     0.00122
2013     47     0.00058
2013     48     0.00037
2013     49     0.00024
2013     50     0.00012
2013     51     0.00006
2013     52     0.00003
2013     53     0.00002
2013     54     0.00002
2013     55+    0.00000
2014     12-    0.00001
2014     13     0.00008
2014     14     0.00054
2014     15     0.00179
2014     16     0.00425
2014     17     0.00712
2014     18     0.01117
2014     19     0.01620
2014     20     0.01966
2014     21     0.02189
2014     22     0.02544
2014     23     0.02989
2014     24     0.03539
2014     25     0.04163
2014     26     0.04803
2014     27     0.05635
2014     28     0.06579
2014     29     0.07465
2014     30     0.08586
2014     31     0.09097
2014     32     0.09499
2014     33     0.09541
2014     34     0.09323
2014     35     0.08604
2014     36     0.07649
2014     37     0.06396
2014     38     0.05191
2014     39     0.04002
2014     40     0.02991
2014     41     0.01979
2014     42     0.01303
2014     43     0.00827
2014     44     0.00433
2014     45     0.00250
2014     46     0.00133
2014     47     0.00068
2014     48     0.00043
2014     49     0.00028
2014     50     0.00019
2014     51     0.00008
2014     52     0.00003
2014     53     0.00002
2014     54     0.00003
2014     55+    0.00000
